nome_escola,codigo_municipio,score_socioeconomico,quantidade_salas,score_potencial
EDUCANDARIO JOAO PAULO,2611606,0.4783,5.0,0.5872
ESCOLA EDUCACIONAL CECILIA MEIRELLES,2611606,0.4783,5.0,0.5872
ZOE CENTRO EDUCACIONAL LTDA,2611606,0.4783,5.0,0.5872
COLEGIO SAO PLACIDO,2611606,0.4783,5.0,0.5872
ESPACO CULTURAL ARIANO SUASSUNA CENTRO EDUCACACIONAL,2611606,0.4783,5.0,0.5872
ESCOLA PARTICULAR NOSSA SENHORA DA CONCEICAO,2611606,0.4783,5.0,0.5872
COLEGIO RODRIGUES LIMA,3509205,0.2631,27.0,0.587
COLEGIO PIAGET - BESS E EISELE LTDA - ME,5106224,0.289,16.0,0.587
RUI BARBOSA COLEGIO,3502101,0.2609,29.0,0.587
SESI 280 CENTRO EDUCACIONAL,3504008,0.3239,12.0,0.5867
COLEGIO INTEGRACAO,4219507,0.3028,14.0,0.5867
UNIVERSO INFANTIL CRECHE PASSO LIVRE,3504008,0.3239,12.0,0.5867
ISRAEL C E I,4108403,0.3541,9.0,0.5867
COLEGIO MENTES DO FUTURO,3504008,0.3239,12.0,0.5867
ESCOLA DE EDUCACAO INFANTIL PINTANDO O SETE,4309100,0.4235,6.0,0.5867
CANGURU BRINCANDO EDUCANDO,4309100,0.4235,6.0,0.5867
MARIA IMACULADA COLEGIO,3530508,0.2719,21.0,0.5867
ATELIE DO BRINCAR ESCOLA DE EDUCACAO INFANTIL E CONTRATURNO ESCOLAR,4309100,0.4235,6.0,0.5867
COLEGIO CEARENSE TOTAL,2304400,0.3291,11.0,0.5866
PROVECTO COLEGIO,2304400,0.3291,11.0,0.5866
COLEGIO MOTIVA LTDA - EPP,2504009,0.2544,50.0,0.5866
CRECHE GERALDA BERTINI,2304400,0.3291,11.0,0.5866
AGAPE ESCOLINHA,2304400,0.3291,11.0,0.5866
ESCOLA NOVA GERACAO,2304400,0.3291,11.0,0.5866
EDUCAR COLEGIO,2304400,0.3291,11.0,0.5866
COLEGIO PROF RAYMUNDO LUIZ MARINHO CARVALHO,4300406,0.2761,20.0,0.5866
JOVINIANO BARRETO COLEGIO MONSENHOR,2304400,0.3291,11.0,0.5866
CLAREAR COLEGIO,2304400,0.3291,11.0,0.5866
MARIA ESTER COLEGIO,2304400,0.3291,11.0,0.5866
COLEGIO MONSENHOR JOVINIANO BARRETO INFANTIL,2304400,0.3291,11.0,0.5866
INFOGENIUS ESCOLA TECNICA E PROFISSIONALIZANTE LTDA,2504009,0.2544,50.0,0.5866
COLEGIO PRAXIS,2304400,0.3291,11.0,0.5866
JOAO MATIAS GOMES ESCOLA DE ENSINO FUNDAMENTAL,2304400,0.3291,11.0,0.5866
9 DE JUNHO COLEGIO,2304400,0.3291,11.0,0.5866
RAIO DE LUZ COLEGIO,2304400,0.3291,11.0,0.5866
SPK EDUCACAO LTDA,2304400,0.3291,11.0,0.5866
COLEGIO UNIVERSO DO SABER TUPAMIRIM,2304400,0.3291,11.0,0.5866
COLEGIO GURI SENIOR,2304400,0.3291,11.0,0.5866
BERCARIO CRECHE PETIT PETIT,2304400,0.3291,11.0,0.5866
TANCREDO NEVES CENTRO EDUCACIONAL PRESIDENTE,2304400,0.3291,11.0,0.5866
LA MARQUES COLEGIO,2304400,0.3291,11.0,0.5866
ESC INTERATIVA,3128709,0.2712,21.0,0.5866
COLEGIO MARIA ESTER 3,2304400,0.3291,11.0,0.5866
CENTRO INTEGRADO DE EDUCACAO COMPREENSIVA,2304400,0.3291,11.0,0.5866
PROVECTO COLEGIO,2304400,0.3291,11.0,0.5866
ARCO IRIS ESCOLA,2304400,0.3291,11.0,0.5866
COLEGIO SIMOES GONCALVES,2304400,0.3291,11.0,0.5866
CENTRO EDUCACIONAL FILHOS DA SABEDORIA,2304400,0.3291,11.0,0.5866
MILAGRE DO SOL CENTRO EDUCACIONAL,2304400,0.3291,11.0,0.5866
EDUCATIVA CENTRO EDUCACIONAL,3534708,0.3019,14.0,0.5864
EEP SAO PELEGRINO,4304804,0.4166,6.0,0.5863
MULTIPLA ESCOLHA CENTRO EDUCACIONAL CEME,3511102,0.298,15.0,0.5863
COLEGIO ELITE EF EM,4104808,0.354,9.0,0.5862
RESSURREICAO MANTIQUEIRA COLEGIO,3554805,0.3231,12.0,0.5862
PORTO SEGURO E EI F,4104808,0.354,9.0,0.5862
INSTITUTO ALICE MACIEL,3167202,0.278,19.0,0.5862
COLEGIO SESC ARAXA,3104007,0.2875,16.0,0.5861
CECILIA MEIRELES C EI EF M,4117909,0.3221,12.0,0.586
ZETA SISTEMA DE ENSINO DE BIRIGUI,3506508,0.2624,27.0,0.5859
ANTENOR THOMAZI COLEGIO CRISTAO,3557006,0.2703,21.0,0.5857
INSTITUTO EDUCACIONAL WINGS LTDA-ME,5003702,0.3214,12.0,0.5857
CENTRO DE EDUCACAO PROFISSIONAL - SENAC DOURADOS,5003702,0.3214,12.0,0.5857
COLEGIO UNIGRAN,5003702,0.3214,12.0,0.5857
COLEGIO IMPACTO DE ICOARACI,1501402,0.3349,10.0,0.5856
FEDERAL SISTEMA DE ENSINO,1501402,0.3349,10.0,0.5856
INSTITUTO ADVENTUS DE EDUCACAO,1501402,0.3349,10.0,0.5856
SISTEMA EDUCACIONAL CIRANDINHA,1501402,0.3349,10.0,0.5856
CENTRO EDUCACIONAL MINHA INFANCIA,1501402,0.3349,10.0,0.5856
ESCOLA PRESBITERIANA DA MARAMBAIA,1501402,0.3349,10.0,0.5856
INSTITUTO EDUCACIONAL BONS FRUTOS,1501402,0.3349,10.0,0.5856
COLIBRI BABY EDUCACAO INFANTIL CRECHE PRE ESCOLA,1501402,0.3349,10.0,0.5856
E E I F MEU PEDACINHO DO CEU,1501402,0.3349,10.0,0.5856
ESCOLA UNIAO TENONE LTDA,1501402,0.3349,10.0,0.5856
CENTRO EDUCACIONAL ESPACO FELIZ,1501402,0.3349,10.0,0.5856
INST PRESBITERIANO EDUCACAO SIMONTON,5107958,0.2678,23.0,0.5856
CENTRO EDUCACIONAL ENCANTO INFANTIL,1501402,0.3349,10.0,0.5856
SISTEMA DE ENSINO INTEGRADO ICARO,1501402,0.3349,10.0,0.5856
CENTRO EDUCACIONAL A CORUJINHA,1501402,0.3349,10.0,0.5856
COLEGIO SUCESSO,1501402,0.3349,10.0,0.5856
EXITO PRIMEIROS PASSOS C EI EF M,4109401,0.2663,24.0,0.5855
COLEGIO SAGRADO CORACAO DE MARIA,2408003,0.2568,35.0,0.5855
ALMEIDA JUNIOR COLEGIO,3523909,0.3006,14.0,0.5855
COOEPE,4208906,0.3536,9.0,0.5855
FACULDADE SENAC MINAS,3118601,0.2683,22.0,0.5853
RENASCER CENTRO EDUCACIONAL,3551702,0.2675,23.0,0.5851
CENTRO DE EDUCACAO INFANTIL PAPAI CORUJA,4218707,0.3502,9.0,0.5848
ACALANTO ESCOLA DE EDUCACAO INFANTIL,3538709,0.3849,7.0,0.5848
INSTITUTO TECNOLOGICO DE CAMPOS - ITECAM,3301009,0.2542,59.0,0.5848
MUNDO MAGICO ESCOLA DE EDUCACAO INFANTIL,3538709,0.3849,7.0,0.5848
RISQUE E RABISQUE ESCOLA DE EDUCACAO INFANTIL,3538709,0.3849,7.0,0.5848
COLEGIO LUMIERE,3538709,0.3849,7.0,0.5848
TREM DE FERRO ESCOLA DE EDUCACAO INFANTIL,3538709,0.3849,7.0,0.5848
CENTRO EDUC OLIVEIRA DIAS LTDA,3304557,0.5206,3.0,0.5847
ASSOCIACAO DE MORADORES DAS MORADAS DO IMPERIO,3304557,0.5206,3.0,0.5847
CANOPUS COLEGIO UNIDADE I,3510500,0.2568,34.0,0.5847
CRECHE ESCOLA JOANINHA GRAJAU,3304557,0.5206,3.0,0.5847
CEM CENTRO EDUCACIONAL MULTIDISCIPLINAR LTDA,3304557,0.5206,3.0,0.5847
DESPERTAR EDUCACAO INFANTIL LTDA,3304557,0.5206,3.0,0.5847
CRECHE COMUNITARIA DEUS E FIEL UNIDADE VII,3304557,0.5206,3.0,0.5847
SOCIEDADE CARIOCA DE ENSINO E SAUDE - INSTITUTO CARIOCA DE RADIOLOGIA E SAUDE LTDA,3304557,0.5206,3.0,0.5847
COLEGIO MUNDO DO SABER,4211900,0.3106,13.0,0.5847
CRECHE PINTINHO DOURADO,3304557,0.5206,3.0,0.5847
CRECHE PRE ESCOLA COM 199 PINGO DE GENTE,3304557,0.5206,3.0,0.5847
OBRA SOCIAL CRISTO REDENTOR - CRECHE SANT ANNA,3304557,0.5206,3.0,0.5847
ESCOLA TECNICA NUTRIX,3304557,0.5206,3.0,0.5847
CENTRO EDUC MAGIA DO APRENDER,4211900,0.3106,13.0,0.5847
SINDICATO DOS PROTETICOS DENTARIOS DO MUNICIPIO DO RIO DE JANEIRO,3304557,0.5206,3.0,0.5847
FUNDACAO CASA DE JOANINHA - CRECHE,3304557,0.5206,3.0,0.5847
JARDIM ESCOLA MEU ENCANTO LDTA,3304557,0.5206,3.0,0.5847
ESPACO INTEGRADO DA VILA LTDA,3304557,0.5206,3.0,0.5847
CRECHE ESCOLA GUGU DADA,3304557,0.5206,3.0,0.5847
FUTURO CERTO,3304557,0.5206,3.0,0.5847
COLEGIO BATISTA PLANTAR,3304557,0.5206,3.0,0.5847
COLEGIO GARRA KIDS,3304557,0.5206,3.0,0.5847
ESCOLA SAO MIGUEL,3304557,0.5206,3.0,0.5847
JARDIM ESCOLA TIA ZIZINHA,3304557,0.5206,3.0,0.5847
CENTRO EDUCACIONAL BANANAS DE PIJAMA,3304557,0.5206,3.0,0.5847
JARDIM ESCOLA PEQUENO NOTAVEL,3304557,0.5206,3.0,0.5847
CRECHE COMUNITARIA AQUARELA DO SABER,3304557,0.5206,3.0,0.5847
JD ESC INAMAR,3304557,0.5206,3.0,0.5847
SOCIEDADE EDUCACIONAL SILVA DE ALMEIDA,3304557,0.5206,3.0,0.5847
JARDIM ESCOLA TIO ALVARO,3304557,0.5206,3.0,0.5847
COLEGIO ADVENTISTA DE MOGI GUACU,3530706,0.2596,29.0,0.5847
CENTRO EDUCACIONAL LOUREIRO DE MORAES,3304557,0.5206,3.0,0.5847
CURSOS TECNICOS PHK LTDA ME QUALIFICACAO RX,3304557,0.5206,3.0,0.5847
CRECHE COMUNITARIA DE MANGUINHOS,3304557,0.5206,3.0,0.5847
CRECHE COMUNITARIA ESTRELINHA,3304557,0.5206,3.0,0.5847
CRECHE ESFERA KIDS,3304557,0.5206,3.0,0.5847
CENTRO EDUC MARTINS FERRAZ,3304557,0.5206,3.0,0.5847
CENTRO EDUCACIONAL EDUCAR LTDA - ESPACO BASTITA EDUCAR,3304557,0.5206,3.0,0.5847
CRECHE ESCOLA COMUNITARIA MAE SOCIAL,3304557,0.5206,3.0,0.5847
CRECHE ESCOLA COMUNITARIA DO CANTAGALO,3304557,0.5206,3.0,0.5847
INSTITUTO DE DESENVOLVIMENTO HUMANO SOCIAL E CULTURAL GERACAO DA HORA,3304557,0.5206,3.0,0.5847
BALLET DALAL ACHCAR,3304557,0.5206,3.0,0.5847
CRECHE COMUNITARIA ANA E LU,3304557,0.5206,3.0,0.5847
CRECHE ESCOLA XODOZINHOS LTDA,3304557,0.5206,3.0,0.5847
CRECHE COMUNITARIA PEDACINHO DE CEU,3304557,0.5206,3.0,0.5847
CENTRO CULTURAL TIA NANE III,3304557,0.5206,3.0,0.5847
CRECHE ESCOLA OTACILIO BATISTA,3304557,0.5206,3.0,0.5847
CRECHE ESCOLA ESPACO APRENDER,3304557,0.5206,3.0,0.5847
CENTRO EDUCACIONAL NOVO MUNDO,2800308,0.4162,6.0,0.5846
SOCIEDADE EDUCACIONAL LOPES E SILVA LTDA,3306305,0.3186,12.0,0.5846
CENTRO EDUCACIONAL MARIVAN SUL,2800308,0.4162,6.0,0.5846
COLEGIO SAO VICENTE LTDA,2800308,0.4162,6.0,0.5846
JARDIM E ESCOLA LAPIS NA MAO LTDA,2800308,0.4162,6.0,0.5846
COLEGIO SAGRADA FAMILIA,2800308,0.4162,6.0,0.5846
SAO LUCAS COLEGIO,3525300,0.2735,20.0,0.5846
CENTRO EDUC PROF EVANDA MOTA DA SILVA LTDA,2800308,0.4162,6.0,0.5846
ESCOLA RAIO DE LUZ,2800308,0.4162,6.0,0.5846
COLEGIO JARDINS SUL,2800308,0.4162,6.0,0.5846
CENTRO EDUCACIONAL IMACULADA CONCEICAO,2800308,0.4162,6.0,0.5846
ESCOLINHA PEQUENO LAR,2800308,0.4162,6.0,0.5846
CENTRO EDUCACIONAL SANTO EXPEDITO,2800308,0.4162,6.0,0.5846
COLEGIO NOVO HORIZONTE,2800308,0.4162,6.0,0.5846
COLEGIO DELTA,2800308,0.4162,6.0,0.5846
EDUCANDARIO SANTA MARIA,2211001,0.2976,15.0,0.5845
ESCOLA BATISTA EL SHALLON,2211001,0.2976,15.0,0.5845
COLEGIO JESUS DE NAZARE,2211001,0.2976,15.0,0.5845
EINSTEIN SISTEMA DE ENSINO - UNIDADE I,2211001,0.2976,15.0,0.5845
COLEGIO CASTRO ALVES,2211001,0.2976,15.0,0.5845
COLEGIO PEDROSA MAGALHAES,2211001,0.2976,15.0,0.5845
CONEXAO COLEGIO LTDA,2211001,0.2976,15.0,0.5845
COLEGIO CIVICO MILITAR BATALHA DO RIACHUELO,2211001,0.2976,15.0,0.5845
INST EDUC AFONSO MAFRENSE,2211001,0.2976,15.0,0.5845
COLEGIO PROCAMPUS BABY LESTE MAPLE BEAR,2211001,0.2976,15.0,0.5845
CEV COLEGIO UNIDADE JOCKEY,2211001,0.2976,15.0,0.5845
COLEGIO PRO CAMPUS JUNIOR,2211001,0.2976,15.0,0.5845
COLEGIO CRA,3101607,0.2862,16.0,0.5844
ESC SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL,1200401,0.2538,99.0,0.5844
COLEGIO ATENAS UNID II,3101607,0.2862,16.0,0.5844
CENTRO EDUCACIONAL PRISMA,4212809,0.309,13.0,0.5842
CENTRO DE ENSINO BOM PASTOR,3305802,0.348,9.0,0.5841
CRECHE ESCOLA SANTA THEREZINHA LTDA,3305802,0.348,9.0,0.5841
SEMENTINHA DE TERESOPOLIS CENTRO DE ENSINO INFANTIL LTDA-ME,3305802,0.348,9.0,0.5841
EEP SENAC CARAZINHO,4304705,0.3181,12.0,0.584
CANTINHO DOS PIMPOLHOS ESCOLA INFANTIL,4307005,0.3848,7.0,0.5839
NOSSA SENHORA DAS GRACAS CENTRO DE EDUCACAO,3524402,0.2991,14.0,0.5837
SEPP SAINT EXUPERY PEQUENO PRINCIPE COLEGIO II,3524402,0.2991,14.0,0.5837
LOPES E LOPES INSTITUTO,3524402,0.2991,14.0,0.5837
ESCOLA CANADENSE MAPLE BEAR ANAPOLIS,5201108,0.2787,18.0,0.5836
ESCOLA DE ENSINO FUNDAMENTAL CRESCER LTDA - EPP,5201108,0.2787,18.0,0.5836
COLEGIO CENTRAL,3302205,0.2556,36.0,0.5836
ESCOLA FOCH EIRELI - ME,3152501,0.318,12.0,0.5835
CENTRO EDUCACIONAL RENOVACAO,3152501,0.318,12.0,0.5835
CENTRO EDUCACIONAL FENIX - EDUCACAO INFANTIL E FUNDAMENTAL ANOS INICIAIS,3152501,0.318,12.0,0.5835
COLEGIO FROEBEL,4215802,0.2629,25.0,0.5835
EMILIO RIBAS DE ENSINO FUNDAMENTAL COLEGIO,3538006,0.2557,35.0,0.5835
ROSAZUL E EI EF,4119905,0.3073,13.0,0.5835
CR TAVARES EDUCACIONAL COLEGIO E CURSOS,3300704,0.2726,20.0,0.5834
NIVALDO SALCH STIPP PROF ESCOLAS INTEGRADAS,3505302,0.268,22.0,0.5834
COOPERATIVA DE ENSINO ALVARES CABRAL,5107602,0.2859,16.0,0.5831
SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - RONDONOPOLIS,5107602,0.2859,16.0,0.5831
SENAI PATO BRANCO,4118501,0.3799,7.0,0.583
ESCOLA SESI WALDYR BEIRA,3501905,0.2985,14.0,0.583
ESTACAO KIDS C E I,4118501,0.3799,7.0,0.583
INSTITUTO GURILANDIA,2408003,0.2568,32.0,0.583
COLEGIO SESI PATO BRANCO ENSINO MEDIO,4118501,0.3799,7.0,0.583
COLEGIO APICE AMPARO,3501905,0.2985,14.0,0.583
COLEGIO BATISTA DE GUARULHOS,3518800,0.2809,17.0,0.5829
VILA FATIMA COLEGIO,3518800,0.2809,17.0,0.5829
IGEVE II INSTITUTO DE GESTAO EDUCACIONAL E VALORIZACAO DO ENSINO,3518800,0.2809,17.0,0.5829
GUARULHOS COLEGIO INTEGRADO,3518800,0.2809,17.0,0.5829
ESC MEDIA SANTA MEDIANEIRA,4315602,0.2809,17.0,0.5829
ABECAM - ASSOCIACAO BENEFICENTE COMUNITARIA E CULTURA NUCLEO DE ATENDIMENTO SOCIAL,3518800,0.2809,17.0,0.5829
SESI SC - VIDEIRA,4219309,0.2974,15.0,0.5829
ESCOLA SESI PEDRO SUKADOLNIK,3530508,0.2719,20.0,0.5828
COLEGIO DOM BOSCO,3163706,0.297,15.0,0.5826
CENTRO DE EDUCACAO INFANTIL TINDOLELE,3122306,0.3179,12.0,0.5826
COLEGIO INTEGRADO DE SAO LOURENCO,3163706,0.297,15.0,0.5826
ESTRELA DA MANHA CASA DA INFANCIA,3548906,0.4119,6.0,0.5823
CENTRO EDUCACIONAL NOSSO LAR,3103504,0.2709,20.0,0.5823
INSTITUTO EDUCACIONAL SAO CARLOS DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL UNIDADE II,3548906,0.4119,6.0,0.5823
COLEGIO BOM JESUS SAO JOSE,4322509,0.2571,30.0,0.5822
MATER DEI - COLEGIO ED INF ENS FUND E MEDIO,4101408,0.2638,24.0,0.5822
ESC ENS FUN LAMPADA MAGICA,4303905,0.2969,15.0,0.5822
ANGLO DE BOITUVA E FUNDAMENTAL E MEDIO COLEGIO,3507001,0.2846,16.0,0.5821
COLEGIO EXTENSAO X,4201406,0.2706,20.0,0.582
SAO MATHEUS COLEGIO,3507605,0.3175,12.0,0.5819
APICYS COLEGIO,3507605,0.3175,12.0,0.5819
COLEGIO BATISTA MINEIRO - UNIDADE SETE LAGOAS,3167202,0.278,18.0,0.5819
GRAU TECNICO - UNIDADE SETE LAGOAS,3167202,0.278,18.0,0.5819
CRECHE E PRE ESCOLA MAMAE CORUJA,3302403,0.3347,10.0,0.5818
CENTRO EDUCACIONAL SOUZA,3302403,0.3347,10.0,0.5818
COLEGIO BRUNO OSTMANN,3302403,0.3347,10.0,0.5818
EFONAPE MACAE RJ,3302403,0.3347,10.0,0.5818
CRECHE ESCOLA MUNDO DOS SONHOS,3302403,0.3347,10.0,0.5818
ESCOLA ALIANCA,3534401,0.3472,9.0,0.5818
SOCIEDADE EDUCACIONAL BRUNO OSTMANN LTDA,3302403,0.3347,10.0,0.5818
MICHELINI PROFA INSTITUTO EDUCACIONAL,3534401,0.3472,9.0,0.5818
AUDAX CURSOS PROFISSIONALIZANTES,3534401,0.3472,9.0,0.5818
COLEGIO RADAN,3302403,0.3347,10.0,0.5818
CENTRO DE ESTUDOS E PESQUISAS DA UNIMED COSTA DO SOL,3302403,0.3347,10.0,0.5818
BABY PASSINHO CENTRO EDUCACIONAL INFANTIL BERCARIO,3534401,0.3472,9.0,0.5818
COLEGIO MARISTA,3201506,0.2566,32.0,0.5818
SUNRISE SCHOOL EDUCACAO INFANTIL,3534401,0.3472,9.0,0.5818
ASSOCIACAO DAS MAES UNIDAS NOVO OSASCO NUCLEO II,3534401,0.3472,9.0,0.5818
ESPACO DAY CARE OSASCO LTDA,3534401,0.3472,9.0,0.5818
CECILA MEIRELES CRECHE,3534401,0.3472,9.0,0.5818
QUINTAL MAGICO ASSOCIACAO,3534401,0.3472,9.0,0.5818
PERINHO CURSO TECNICO,3302403,0.3347,10.0,0.5818
COLEGIO HERMESINDO ALONSO GONZALEZ,5008305,0.2531,52.0,0.5817
CEP MONTES CLAROS,3143302,0.265,23.0,0.5817
COLEGIO GENOMA I,3127701,0.2754,19.0,0.5817
FACULDADE DE TECNOLOGIA SENAI TRES LAGOAS JOSE PAULO RIMOLI,5008305,0.2531,51.0,0.5816
CEI PRINCIPE DA PAZ,4209102,0.3772,7.0,0.5815
ESCOLA RELICARIO DE LUZ,4209102,0.3772,7.0,0.5815
CENTRO DE EDUCACAO INFANTIL PIMPOLHINHOS LTDA CEI FAZENDO ARTE 2,4209102,0.3772,7.0,0.5815
COLEGIO E ESCOLA TECNICA DA FUNDACAO,3505500,0.2947,15.0,0.5815
CENTRO DE EDUCACAO INFANTIL CRIANDO SONHOS,4209102,0.3772,7.0,0.5815
CEI PEQUENOS TRAVESSOS,4209102,0.3772,7.0,0.5815
CENTRO DE EDUCACAO PROF NEIDE KRUGER,4209102,0.3772,7.0,0.5815
CEI PRESENTES DE DEUS - UNIDADE II,4209102,0.3772,7.0,0.5815
ARGILLA EDUCACAO INFANTIL,4209102,0.3772,7.0,0.5815
VIVA EDUCACAO INFANTIL,4209102,0.3772,7.0,0.5815
COLEGIO BERNARDO SAYAO DE GURUPI,1709500,0.2601,26.0,0.5815
COLEGIO LOTUS ENSINO FUNDAMENTAL E MEDIO,3505500,0.2947,15.0,0.5815
CEI ANJOS DA TERRA,4209102,0.3772,7.0,0.5815
ESCOLA DE EDUCACAO INFANTIL PIMPOLHO RECREACOES,4316907,0.4775,5.0,0.5814
TRENZINHO DA ALEGRIA,4316907,0.4775,5.0,0.5814
ESCOLA DE EDUCACAO INFANTIL RECANTO DA ALEGRIA,4316907,0.4775,5.0,0.5814
ESCOLA DE EDUCACAO INFANTIL BABY FOX,4316907,0.4775,5.0,0.5814
ESCOLA DE EDUCACAO INFANTIL MUNDO DA CRIANCA,4316907,0.4775,5.0,0.5814
CEI EDUCARI,4316907,0.4775,5.0,0.5814
EEI LAPIS DE COR,4316907,0.4775,5.0,0.5814
CENTRO EDUCACIONAL MEIMEI,4316907,0.4775,5.0,0.5814
COLEGIO G10,4316907,0.4775,5.0,0.5814
EI ARTE E MANHA,4316907,0.4775,5.0,0.5814
EEI MAMAE CORUJA,4316907,0.4775,5.0,0.5814
EEI PAPO DE ANJO,4316907,0.4775,5.0,0.5814
CENTRO DE FORMACAO PROFISSIONAL SENAI ROBERTO BARBOSA RIBAS,4316907,0.4775,5.0,0.5814
ESCOLA TECNICA ERICO VERISSIMO SEG,4306106,0.3171,12.0,0.5812
CENTRO EDUCACIONAL NOSSA SENHORA AUXILIADORA,3301009,0.2542,41.0,0.5812
CEAMO BAMBINO EMPREENDIMENTO EDUCACIONAL LTDA,2408003,0.2568,30.0,0.581
COLEGIO PLURAL XAMEGUINHO,3530300,0.3345,10.0,0.5809
DOM BOSCO DE ITAPETININGA COLEGIO,3522307,0.2628,24.0,0.5809
GENESIS COLEGIO EEIEF,3527207,0.2646,23.0,0.5809
ESCOLA DE EDUCACAO INFANTIL ARCADE NOE,3530300,0.3345,10.0,0.5809
C DE EDUC INF FIDE,3131703,0.2682,21.0,0.5808
COLEGIO COMERCIAL ITABIRANO,3131703,0.2682,21.0,0.5808
ESPACO LIVRE ESCOLA DE ED INFANTIL ENS FUNDAMENTAL ENS MEDIO,3506102,0.2583,27.0,0.5807
ASSUNCAO DE NOSSA SENHORA EDUCACAO INFANTIL ENSINO FUNDAMENTAL,4109401,0.2663,22.0,0.5806
CONEXAO INTEGRAL DE TOLEDO E EF,4127700,0.3337,10.0,0.5806
OPCAO ESC EDUC INF ENS FUND MEDIO,4125506,0.2696,20.0,0.5806
MARIO COVAS GOVERNADOR CENTRO GUACUANO DE ED PROFISSIONAL,3530706,0.2596,26.0,0.5806
ELITE SJP AMBIENTAL,4125506,0.2696,20.0,0.5806
JUSTINO RODRIGUES NETO COLEGIO,3552809,0.2765,18.0,0.5806
ESPACO ENCANTADO - CENTRO DE EDUCACAO INFANTIL,4127700,0.3337,10.0,0.5806
CASA ESCOLA CORA CORALINA,2704302,0.3072,13.0,0.5805
ESCOLA DE EDUCACAO BASICA LUCENA LIMA,2704302,0.3072,13.0,0.5805
CENTRO EDUCACIONAL JORGE ASSUNCAO,2704302,0.3072,13.0,0.5805
ESCOLA PEQUENOS BRILHANTES LTDA - ME,2704302,0.3072,13.0,0.5805
INSTITUTO EDUCACIONAL BRASIL,2704302,0.3072,13.0,0.5805
CENTRO PEDAGOGICO PAULO FREIRE,2704302,0.3072,13.0,0.5805
CENTRO PEDAGOGICO SAGRES,2704302,0.3072,13.0,0.5805
ESC CENTRO EDUCACIONAL E CULTURAL - META,1200401,0.2538,44.0,0.5805
ESCOLA DE ENS FUND N SRA APARECIDA,2704302,0.3072,13.0,0.5805
ESCOLA DE ENSINO FUNDAMENTAL SANTA MARIA,2704302,0.3072,13.0,0.5805
COLEGIO ARQUIDIOCESANO DE OURO BRANCO,3145901,0.268,21.0,0.5804
COLEGIO SAO LUCAS ENSINO FUNDAMENTAL,3525300,0.2735,19.0,0.5804
COLEGIO EVOLUCAO DE ITAIPUACU LTDA,3302700,0.2933,15.0,0.5804
ESCOLOGICA EDUCACAO INFANTIL,4317400,0.3769,7.0,0.5801
COL CIDADE DE MURIAE,3143906,0.2621,24.0,0.5801
AV DINIZ SEVICUS,2111300,0.2982,14.0,0.5801
ESCOLA COMUNITARIA SAO RAIMUNDO CRECHE ESCOLA OS TRES PATINHOS,2111300,0.2982,14.0,0.5801
ESC SAO JOSE,2111300,0.2982,14.0,0.5801
COLEGIO O BOM BASTOR CALHAU,2111300,0.2982,14.0,0.5801
ESCOLA NOSSO MUNDO,2111300,0.2982,14.0,0.5801
ESCOLA ACOLHER,2111300,0.2982,14.0,0.5801
JEAN PIAGET COLEGIO,3543303,0.2588,26.0,0.5801
ESCOLA RAIO DE SOL,2111300,0.2982,14.0,0.5801
INSTITUTO EDUCACIONAL TIA CELINA,2111300,0.2982,14.0,0.5801
COLEGIO LIVRE APRENDER,3170107,0.3328,10.0,0.5799
C EDUC PRIMEIRO MUNDO,3170107,0.3328,10.0,0.5799
PLATAO DE APUCARANA - COLEGIO EI-EF-EM,4101408,0.2638,23.0,0.5799
COLEGIO LICEU ALBERT EINSTEIN,3170107,0.3328,10.0,0.5799
COLEGIO PRESBITERIANO COMENIUS,3170107,0.3328,10.0,0.5799
COLEGIO BATISTA FLUMINENSE,3301009,0.2542,38.0,0.5798
OVER MOSSORO,2408003,0.2568,29.0,0.5798
CENTRO DE ENSINO MINEIRO,1100205,0.2601,25.0,0.5798
COLEGIO SAPIENS - UNIDADE JARDIM AMERICA,1100205,0.2601,25.0,0.5798
COLEGIO MARIA IMACULADA,4204806,0.2637,23.0,0.5797
ESPACO BABY EDUCACAO INFANTIL,3304524,0.3163,12.0,0.5797
CENTRO EDUCACIONAL TRILHAR,3304524,0.3163,12.0,0.5797
COLEGIO E CURSO RESOLVE RIO DAS OSTRAS,3304524,0.3163,12.0,0.5797
BERCARIO FRALDINHAS E CIA,3151800,0.3448,9.0,0.5796
CENTRO EDUCACIONAL VILA SABER,3151800,0.3448,9.0,0.5796
SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL BARRA DO GARCAS,5101803,0.2798,17.0,0.5795
EMENTA OBJETIVO ITAPIRA COLEGIO,3522604,0.2813,16.0,0.5795
SERTAOZINHO SABER INSTITUTO EDUCACIONAL,3551702,0.2675,21.0,0.5795
CENTRO EDUCACIONAL SER E CRESCER,3513009,0.3762,7.0,0.5794
ALLAN KARDEC CENTRO EDUCACIONAL,3513009,0.3762,7.0,0.5794
ESCOLA SENAI RICARDO LERNER,3513009,0.3762,7.0,0.5794
VIA SAPIENS ENSINO FUNDAMENTAL II,3513009,0.3762,7.0,0.5794
