"CD_DIST";"NM_DIST";"PERE0115_NOVA";"V06001";"V06002";"V06003";"V06004";"V06005";"V06006"
"410430305";"Campo Mourão";"2300";"36970";"97846";"1,60";"3484,16";"131475742,82";"2300"
"410430320";"Piquirivaí";"2200";"370";"933";"1,26";"2630,43";"4486848,35";"2200"
"410440205";"Cândido de Abreu";"1500";"4166";"11505";"1,91";"2423,99";"11040195,69";"1500"
"410440210";"Tereza Cristina";"1212";"491";"1330";"2,20";"1550,19";"3399677,58";"1212"
"410440215";"Três Bicos";"1212";"931";"2398";"1,53";"1902,38";"8943420,08";"1212"
"410442805";"Candói";"1600";"5317";"14959";"1,74";"2483,15";"13995902,80";"1600"
"410445105";"Cantagalo";"1212";"3619";"10080";"1,79";"2228,73";"9825814,72";"1212"
"410445125";"Cavaco";"1500";"275";"827";"1,93";"2434,86";"9259924,18";"1500"
"410450105";"Capanema";"2000";"6297";"16335";"1,53";"3001,25";"15471560,61";"2000"
"410450110";"Cristo Rei";"1600";"336";"895";"1,74";"3401,65";"33899229,64";"1600"
"410450115";"Pinheiro";"1700";"346";"913";"1,41";"2953,17";"31279248,93";"1700"
"410450120";"São Luiz";"2400";"505";"1317";"1,48";"4689,51";"83382989,64";"2400"
"410450125";"Alto Faraday";"1712";"370";"964";"1,49";"3182,22";"28661983,92";"1712"
"410460005";"Capitão Leônidas Marques";"1800";"5095";"13623";"1,59";"2531,44";"6771197,97";"1800"
"410460020";"Alto Alegre do Iguaçu";"1250";"393";"1016";"1,68";"2403,31";"23089998,30";"1250"
"410465905";"Carambeí";"2000";"7901";"23235";"1,85";"2934,16";"18672209,03";"2000"
"410470905";"Carlópolis";"1500";"5728";"15543";"1,80";"2392,98";"9298289,15";"1500"
"410470910";"Nova Brasília do Itararé";"1200";"453";"1271";"1,55";"1825,32";"4707032,72";"1200"
"410480805";"Cascavel";"2500";"124237";"330023";"1,68";"3926,92";"58748694,50";"2500"
"410480815";"São João d'Oeste";"2000";"1593";"4595";"1,69";"2954,10";"16153875,65";"2000"
"410480825";"Juvinópolis";"1800";"575";"1532";"1,46";"2581,06";"22859193,35";"1800"
"410480835";"Rio do Salto";"1500";"906";"2439";"1,69";"2404,90";"4234442,48";"1500"
"410480840";"Sede Alvorada";"2180";"649";"1826";"1,50";"2928,40";"12782239,58";"2180"
"410480845";"Espigão Azul";"2200";"395";"1134";"1,51";"3882,38";"57600762,77";"2200"
"410480850";"São Salvador";"2000";"922";"2610";"1,63";"2853,96";"7854685,16";"2000"
"410480855";"Diamante";"2500";"572";"1632";"1,72";"3243,08";"6180128,15";"2500"
"410490705";"Castro";"2000";"22052";"64782";"2,00";"3011,77";"32501194,39";"2000"
"410490710";"Abapã";"1300";"1166";"3203";"1,93";"2008,85";"15890888,24";"1300"
"410490720";"Socavão";"1220";"1812";"4936";"1,57";"2069,53";"15374985,67";"1220"
"410500305";"Catanduvas";"1500";"3371";"10288";"2,37";"2627,18";"26992602,89";"1500"
"410510205";"Centenário do Sul";"1500";"4242";"10787";"1,55";"2069,23";"3070302,26";"1500"
"410520105";"Cerro Azul";"1212";"4390";"12205";"1,97";"1955,24";"9950901,57";"1212"
"410520110";"São Sebastião";"1212";"1448";"3920";"1,51";"1488,06";"2890876,91";"1212"
"410530005";"Céu Azul";"2000";"4177";"11060";"1,50";"2686,62";"10371473,32";"2000"
"410540905";"Chopinzinho";"1800";"7168";"19553";"1,67";"2701,04";"16542421,87";"1800"
"410540910";"São Francisco";"1500";"331";"883";"1,45";"2856,10";"23459114,30";"1500"
"410540915";"São Luiz";"2000";"225";"600";"1,32";"3821,30";"43876261,39";"2000"
"410550805";"Cianorte";"2000";"27667";"74155";"1,53";"3119,75";"14691099,44";"2000"
"410550810";"São Lourenço";"1800";"1017";"2832";"1,59";"2299,26";"4391818,84";"1800"
"410550815";"Vidigal";"1500";"837";"2318";"1,66";"1897,50";"1590337,92";"1500"
"410560705";"Cidade Gaúcha";"1800";"4244";"11405";"1,69";"2558,45";"9484038,50";"1800"
"410570605";"Clevelândia";"1900";"4961";"14045";"1,91";"2708,54";"12094132,73";"1900"
"410570610";"Coronel Firmino Martins";"1500";"110";"306";"1,79";"2192,17";"3843447,39";"1500"
"410570615";"São Francisco de Sales";"1825";"234";"616";"1,38";"2776,96";"17386286,28";"1825"
"410580505";"Colombo";"2000";"81733";"231940";"1,86";"2842,67";"372350997,20";"2000"
"410590405";"Colorado";"2400";"7798";"20080";"1,44";"3136,81";"11594755,13";"2400"
"410590410";"Alto Alegre";"2000";"1009";"2646";"1,55";"2416,01";"3048315,08";"2000"
"410600105";"Congonhinhas";"1300";"2234";"5850";"1,90";"2247,33";"8668436,36";"1300"
"410600110";"Santa Maria do Rio do Peixe";"1212";"522";"1381";"1,85";"1707,36";"1977647,15";"1212"
"410600115";"São Francisco de Imbaú";"1212";"396";"1062";"1,62";"1631,26";"7909777,29";"1212"
"410610005";"Conselheiro Mairinck";"1500";"1341";"3461";"1,61";"2383,44";"12152909,12";"1500"
"410620905";"Contenda";"1700";"6236";"17498";"1,74";"2328,06";"10931210,16";"1700"
"410620910";"Catanduvas do Sul";"1212";"560";"1619";"1,64";"1974,67";"2908592,07";"1212"
"410630805";"Corbélia";"2000";"5452";"14626";"1,60";"2935,99";"11147281,40";"2000"
"410630825";"Ouro Verde do Piquiri";"1500";"448";"1277";"1,88";"2046,80";"3593030,93";"1500"
"410630830";"Nossa Senhora da Penha";"2000";"517";"1460";"1,72";"3283,21";"19256743,39";"2000"
"410640705";"Cornélio Procópio";"2300";"16287";"43018";"1,59";"3376,08";"16132999,42";"2300"
"410640710";"Congonhas";"2000";"670";"1827";"1,59";"2498,88";"3627895,58";"2000"
"410645605";"Coronel Domingos Soares";"1500";"2006";"5634";"1,77";"1973,31";"6118793,15";"1500"
"410650605";"Coronel Vivida";"2000";"8201";"22292";"1,66";"2907,77";"13775393,27";"2000"
"410650610";"Vista Alegre";"2000";"393";"1025";"1,36";"3173,66";"33224224,80";"2000"
"410655505";"Corumbataí do Sul";"1212";"1468";"3757";"1,43";"1838,65";"2212858,16";"1212"
"410657105";"Cruzeiro do Iguaçu";"1944";"1536";"4092";"1,65";"2727,98";"16575212,98";"1943.5"
"410660505";"Cruzeiro do Oeste";"1800";"8173";"21128";"1,58";"2443,15";"5931512,34";"1800"
"410660510";"Cafeeiros";"1600";"237";"629";"1,28";"2228,03";"11546743,81";"1600"
"410660515";"São Silvestre";"1212";"300";"755";"1,31";"1734,75";"2102012,48";"1212"
"410670405";"Cruzeiro do Sul";"1500";"1729";"4490";"1,55";"2105,00";"3441735,14";"1500"
"410680305";"Cruz Machado";"1212";"3879";"10688";"1,63";"2044,12";"11772703,35";"1212"
"410680310";"Pinaré";"1200";"537";"1560";"1,72";"1660,04";"2647902,33";"1200"
"410680315";"Santana";"1212";"1266";"3697";"1,67";"1825,93";"13338720,65";"1212"
"410685205";"Cruzmaltina";"1300";"1076";"2892";"1,52";"2044,38";"3543062,38";"1300"
"410690205";"Curitiba";"3000";"685853";"1766164";"1,68";"5394,90";"104719485,07";"3000"
"410700905";"Curiúva";"1500";"4639";"12575";"1,57";"2143,66";"4934806,63";"1500"
"410700910";"Alecrim";"1212";"405";"1051";"1,33";"1704,19";"971008,89";"1212"
"410710805";"Diamante do Norte";"1900";"1887";"5140";"1,59";"2369,47";"4062650,63";"1900"
"410712405";"Diamante do Sul";"1212";"1183";"3171";"1,62";"1897,32";"10475799,09";"1212"
"410715705";"Diamante D'Oeste";"1600";"1681";"4518";"1,73";"2331,01";"7277061,11";"1600"
"410720705";"Dois Vizinhos";"2400";"16610";"43800";"1,53";"3529,93";"25090454,33";"2400"
"410720730";"Santa Lúcia";"2400";"352";"958";"1,60";"4522,66";"68414203,79";"2400"
"410725605";"Douradina";"1800";"3461";"9161";"1,52";"2805,21";"14897491,11";"1800"
"410730605";"Doutor Camargo";"2000";"2519";"6311";"1,44";"2582,79";"12856495,29";"2000"
"410740505";"Enéas Marques";"2000";"1754";"4746";"1,54";"4536,93";"94326499,82";"2000"
"410740515";"Pinhalzinho";"1300";"296";"798";"1,40";"3064,75";"29073710,22";"1300"
"410740520";"Vista Alegre";"2424";"157";"436";"1,71";"5277,09";"80903987,20";"2424"
"410750405";"Engenheiro Beltrão";"1800";"3584";"9362";"1,47";"2584,37";"7667768,41";"1800"
"410750407";"Figueira do Oeste";"1500";"268";"676";"1,26";"2323,53";"6835747,82";"1500"
"410750409";"Ivailândia";"2000";"543";"1366";"1,54";"2309,28";"2980658,51";"2000"
"410750410";"Sertãozinho";"1500";"240";"610";"1,53";"1968,38";"1520008,85";"1500"
"410750415";"Sussuí";"2400";"106";"277";"1,38";"3699,77";"30887138,77";"2400"
"410750420";"Triângulo";"1212";"57";"132";"1,08";"2800,00";"18674492,31";"1212"
"410752005";"Esperança Nova";"1990";"709";"1849";"1,44";"2240,25";"3369995,58";"1990"
"410753805";"Entre Rios do Oeste";"2400";"1711";"4572";"1,55";"3484,02";"26463884,88";"2400"
"410754605";"Espigão Alto do Iguaçu";"1325";"1734";"4793";"1,87";"2450,95";"18812655,22";"1325"
"410755305";"Farol";"1500";"946";"2534";"1,56";"2355,98";"10831253,83";"1500"
"410755310";"Martinópolis D'Oeste";"2000";"191";"504";"1,15";"2804,79";"20453094,44";"2000"
"410760305";"Faxinal";"1439";"5855";"15538";"1,59";"2433,35";"9924617,41";"1439"
"410760315";"Nova Altamira";"1212";"251";"741";"1,63";"1897,98";"5280714,85";"1212"
"410765205";"Fazenda Rio Grande";"2000";"50430";"148703";"1,75";"2631,96";"5366604,79";"2000"
"410770205";"Fênix";"1400";"1653";"4157";"1,36";"2213,08";"6087427,39";"1400"
"410770210";"Bela Vista do Ivaí";"1212";"86";"229";"2,16";"1608,59";"1713148,05";"1212"
"410770215";"Porteira Preta";"1750";"33";"81";"1,19";"2467,70";"3935446,68";"1750"
"410773605";"Fernandes Pinheiro";"1213";"2161";"6251";"1,77";"2084,48";"6792671,41";"1213"
"410775105";"Figueira";"1400";"2946";"8058";"1,91";"2090,93";"3420634,29";"1400"
"410780105";"Floraí";"1650";"1826";"4499";"1,34";"2344,63";"4624127,29";"1650"
"410780110";"Nova Bilac";"1800";"107";"275";"1,30";"1978,38";"969604,29";"1800"
"410785005";"Flor da Serra do Sul";"1700";"1625";"4357";"1,61";"3291,38";"26588499,95";"1700"
"410790005";"Floresta";"2000";"3872";"10454";"1,64";"2678,99";"15022797,80";"2000"
"410800705";"Florestópolis";"1700";"4264";"11442";"1,55";"2177,64";"3551201,85";"1700"
"410810605";"Flórida";"1700";"968";"2651";"1,62";"2311,49";"15018548,31";"1700"
"410820505";"Formosa do Oeste";"1800";"3009";"7626";"1,38";"2575,96";"12946019,46";"1800"
"410830405";"Foz do Iguaçu";"2100";"100004";"281640";"1,97";"3552,00";"21088278,71";"2100"
"410830410";"Alvorada do Iguaçu";"1850";"222";"612";"2,26";"2316,09";"5037530,90";"1850"
"410832005";"Francisco Alves";"1600";"2424";"6930";"1,93";"2201,87";"8688200,23";"1600"
"410832010";"Rio Bonito";"1500";"439";"1181";"1,68";"2464,58";"18876604,89";"1500"
"410840305";"Francisco Beltrão";"2400";"34306";"88568";"1,51";"3619,93";"36711666,92";"2400"
"410840307";"Jacutinga";"2428";"455";"1187";"1,49";"6213,80";"113257460,19";"2428"
"410840310";"Nova Concórdia";"2001";"864";"2331";"1,45";"4196,63";"74829480,35";"2001"
"410840320";"São Pio X";"2212";"642";"1697";"1,52";"4756,00";"79992364,25";"2212"
"410840325";"Secção Jacaré";"2400";"588";"1583";"1,32";"3491,77";"21884319,89";"2400"
"410845205";"Foz do Jordão";"1212";"1781";"4926";"1,70";"2091,57";"4790837,66";"1212"
"410850205";"General Carneiro";"1478";"3433";"9918";"2,07";"2117,98";"4769488,00";"1477.5"
"410850215";"Jangada do Sul";"1500";"400";"1088";"2,03";"2097,66";"6010397,63";"1500"
"410855105";"Godoy Moreira";"1212";"1184";"2977";"1,48";"1817,50";"4183883,61";"1212"
"410860105";"Goioerê";"1800";"10761";"28386";"1,64";"2769,63";"11469175,19";"1800"
"410865005";"Goioxim";"1212";"2305";"6563";"1,85";"2484,31";"22233973,37";"1212"
"410870005";"Grandes Rios";"1212";"1315";"3438";"1,57";"2218,82";"10469385,13";"1212"
"410870010";"Ribeirão Bonito";"1212";"806";"2168";"1,64";"1561,31";"2170108,58";"1212"
"410880905";"Guaíra";"1800";"11202";"30479";"1,85";"2810,72";"35974820,34";"1800"
"410880910";"Doutor Oliveira Castro";"1500";"536";"1406";"1,67";"2072,94";"6073763,52";"1500"
"410890805";"Guairaçá";"1500";"2431";"6582";"1,60";"2036,61";"5553618,66";"1500"
"410895705";"Guamiranga";"1500";"2793";"7817";"1,60";"2435,53";"11883030,56";"1500"
"410900505";"Guapirama";"1450";"1730";"4624";"1,68";"2163,21";"9561049,16";"1450"
"410910405";"Guaporema";"1812";"833";"2181";"1,67";"2825,37";"23324316,11";"1812"
"410920305";"Guaraci";"2000";"1573";"4119";"1,60";"2513,09";"7830457,32";"2000"
"410920310";"Bentópolis";"2000";"242";"609";"1,40";"2280,15";"2524419,64";"2000"
"410930205";"Guaraniaçu";"1750";"4484";"11715";"1,60";"2533,66";"15163124,21";"1750"
"410930210";"Bela Vista";"1400";"167";"411";"1,50";"1970,02";"2763647,66";"1400"
"410930215";"Borman";"1200";"323";"807";"1,56";"1665,89";"888735,59";"1200"
"410930230";"Guaporé";"2000";"281";"756";"1,55";"2285,96";"3736093,01";"2000"
"410940105";"Guarapuava";"2000";"56872";"160547";"1,87";"3228,66";"34852560,20";"2000"
"410940107";"Atalaia";"2400";"84";"249";"1,79";"2713,43";"3162235,02";"2400"
"410940135";"Entre Rios";"1800";"3695";"10455";"1,86";"2936,26";"13803572,54";"1800"
"410940145";"Guairacá";"1212";"500";"1350";"1,92";"2144,91";"22712227,68";"1212"
"410940150";"Guará";"1212";"1241";"3406";"1,91";"1689,53";"1830559,51";"1212"
"410940175";"Palmeirinha";"1400";"1552";"4652";"1,87";"1983,81";"3534182,17";"1400"
"410950005";"Guaraqueçaba";"1212";"2110";"6114";"2,18";"1678,78";"2614741,23";"1212"
"410950010";"Ararapira";"900";"46";"119";"2,16";"860,50";"233719,84";"900"
"410950015";"Serra Negra";"1212";"415";"1137";"2,62";"1446,35";"5904882,69";"1212"
"410960905";"Guaratuba";"2000";"14702";"40013";"2,00";"2939,24";"13020753,26";"2000"
"410960910";"Pedra Branca do Araraquara";"1500";"654";"1954";"2,44";"2130,00";"4193891,76";"1500"
"410965805";"Honório Serpa";"2000";"1449";"3982";"1,66";"3285,41";"28341311,96";"2000"
"410965810";"Pinho Fleck";"2400";"326";"953";"1,65";"3618,46";"42666859,21";"2400"
"410970805";"Ibaiti";"1600";"8321";"22219";"1,67";"2396,24";"5819511,27";"1600"
"410970810";"Amorinha";"1212";"438";"1119";"1,36";"1980,35";"5512464,82";"1212"
"410970812";"Campinho";"1212";"686";"1880";"2,09";"1621,25";"873276,28";"1212"
"410970815";"Euzébio de Oliveira";"1212";"338";"960";"1,83";"2010,52";"13074550,01";"1212"
"410970820";"Vassoural";"1212";"242";"622";"1,52";"2255,97";"14753216,13";"1212"
"410970825";"Vila Guay";"1213";"719";"1887";"1,78";"2054,54";"5798948,96";"1213"
"410975705";"Ibema";"1500";"2350";"6218";"1,68";"2067,99";"3251782,43";"1500"
"410980705";"Ibiporã";"2000";"18782";"51341";"1,63";"2778,85";"8288473,96";"2000"
"410990605";"Icaraíma";"1500";"2798";"7451";"1,68";"2232,21";"5813759,62";"1500"
"410990610";"Porto Camargo";"1800";"331";"943";"1,89";"2224,15";"4152754,61";"1800"
"410990615";"Vila Rica do Ivaí";"1212";"206";"545";"1,56";"1916,95";"3071351,70";"1212"
"411000305";"Iguaraçu";"2000";"1957";"5328";"1,59";"2479,27";"5201083,20";"2000"
"411005205";"Iguatu";"1500";"828";"2140";"1,51";"2152,50";"6630445,38";"1500"
"411007805";"Imbaú";"1700";"4751";"14238";"2,13";"2109,82";"3860375,99";"1700"
"411010205";"Imbituva";"1800";"9431";"27327";"1,72";"2538,92";"6998858,11";"1800"
"411010210";"Apiaba";"1500";"883";"2494";"1,45";"1813,07";"1511556,41";"1500"
"411020105";"Inácio Martins";"1212";"3294";"9660";"1,93";"1833,98";"6109411,41";"1212"
"411030005";"Inajá";"1212";"995";"2532";"1,55";"1865,60";"2273000,38";"1212"
"411040905";"Indianópolis";"1500";"1665";"4439";"1,60";"2107,06";"2720012,99";"1500"
"411050805";"Ipiranga";"1500";"4914";"14137";"1,63";"2384,14";"10014332,60";"1500"
"411060705";"Iporã";"1600";"5222";"14203";"1,74";"2480,32";"8600302,77";"1600"
"411060714";"Nilza";"1500";"227";"623";"1,62";"2107,99";"9152843,77";"1500"
"411060715";"Nova Santa Helena";"1500";"308";"819";"1,59";"1948,51";"3395958,39";"1500"
"411065605";"Iracema do Oeste";"1700";"866";"2343";"1,51";"2126,30";"2438192,56";"1700"
"411070605";"Irati";"2000";"18901";"51380";"1,62";"2881,22";"11122601,70";"2000"
"411070610";"Gonçalves Júnior";"1500";"1158";"3108";"1,36";"3070,42";"25553384,03";"1500"
"411070615";"Guamirim";"1500";"875";"2325";"1,31";"2154,99";"10484800,31";"1500"
"411070620";"Itapará";"1500";"795";"2243";"1,62";"2897,27";"13724476,42";"1500"
"411080505";"Iretama";"1500";"2758";"7273";"1,64";"2385,65";"5886474,92";"1500"
"411080506";"Águas de Jurema";"1227";"1001";"2773";"1,73";"1797,04";"1775525,05";"1227"
"411080510";"Marilu";"1300";"197";"544";"1,72";"1807,37";"2598165,45";"1300"
"411090405";"Itaguajé";"1500";"1677";"4467";"1,79";"2159,60";"4145936,50";"1500"
"411095305";"Itaipulândia";"2100";"3167";"8783";"1,76";"2944,86";"10681984,06";"2100"
"411095325";"São José do Itavó";"1800";"953";"2696";"1,64";"2365,07";"4623874,27";"1800"
"411100105";"Itambaracá";"1240";"2049";"5533";"1,65";"2241,13";"28181483,52";"1240"
"411100110";"São Joaquim do Pontal";"1212";"135";"318";"1,38";"2076,46";"6800506,95";"1212"
"411110005";"Itambé";"2000";"2332";"6103";"1,53";"2760,88";"114614297,67";"2000"
"411120905";"Itapejara d'Oeste";"1800";"4200";"11538";"1,64";"2557,78";"16947099,45";"1800"
"411120910";"Barra Grande";"2000";"181";"460";"1,31";"2646,47";"8409465,47";"2000"
"411120915";"Coxilha Rica";"2300";"106";"307";"1,45";"3456,64";"25843782,29";"2300"
"411125805";"Itaperuçu";"1800";"10511";"31190";"1,96";"2067,18";"2501129,54";"1800"
"411130805";"Itaúna do Sul";"1212";"1313";"3572";"1,71";"1917,01";"2871453,61";"1212"
"411140705";"Ivaí";"1300";"3273";"9383";"1,82";"2112,03";"6438936,09";"1300"
"411140710";"Bom Jardim do Sul";"1300";"1311";"3803";"1,73";"2054,54";"6747808,45";"1300"
"411150605";"Ivaiporã";"1700";"11458";"29299";"1,49";"2779,63";"11651842,48";"1700"
"411150610";"Alto Porã";"1685";"421";"1119";"1,43";"2456,28";"6363069,16";"1685"
"411150625";"Jacutinga";"1212";"681";"1671";"1,37";"1808,13";"2117391,71";"1212"
"411150635";"Santa Bárbara";"1212";"199";"507";"1,21";"1523,14";"1003473,27";"1212"
"411155505";"Ivaté";"1600";"2140";"5650";"1,48";"2094,63";"2853054,51";"1600"
"411155515";"Herculândia";"1212";"439";"1165";"1,64";"1689,94";"886918,69";"1212"
"411160505";"Ivatuba";"2000";"1066";"2690";"1,37";"2942,41";"13020542,65";"2000"
"411170405";"Jaboti";"1500";"2046";"5419";"1,49";"2290,23";"7343996,87";"1500"
"411180305";"Jacarezinho";"1700";"14378";"40212";"1,96";"2679,73";"9953695,48";"1700"
"411190205";"Jaguapitã";"2000";"5506";"15022";"1,74";"2632,72";"5645978,47";"2000"
"411200905";"Jaguariaíva";"1800";"12273";"33618";"1,80";"2597,19";"9868865,33";"1800"
"411200910";"Eduardo Xavier da Silva";"1212";"494";"1326";"1,64";"1762,24";"8292005,43";"1212"
"411210805";"Jandaia do Sul";"2000";"7901";"20618";"1,49";"2852,81";"12106619,98";"2000"
"411210810";"São José";"1212";"266";"653";"1,58";"1570,65";"701115,23";"1212"
"411220705";"Janiópolis";"1212";"2150";"5481";"1,52";"2124,32";"9636415,83";"1212"
"411220710";"Arapuan";"1212";"164";"375";"1,26";"1755,49";"2189611,23";"1212"
"411230605";"Japira";"1490";"1726";"4705";"1,64";"2166,12";"5540140,44";"1490"
"411230610";"Novo Jardim";"1212";"107";"265";"1,80";"1649,45";"1210298,51";"1212"
"411240505";"Japurá";"1800";"3472";"9144";"1,46";"2454,30";"7318087,23";"1800"
"411250405";"Jardim Alegre";"1500";"4569";"11999";"1,51";"2194,55";"5245688,51";"1500"
"411260305";"Jardim Olinda";"1300";"492";"1334";"1,60";"1976,02";"13030311,48";"1300"
"411270205";"Jataizinho";"1600";"4200";"11612";"1,78";"2105,88";"2812234,42";"1600"
"411270210";"Antônio Brandão de Oliveira";"1200";"18";"58";"2,54";"1589,56";"395798,85";"1200"
"411270215";"Frei Timóteo";"1212";"42";"90";"1,10";"1972,00";"5503570,16";"1212"
"411275105";"Jesuítas";"2000";"3150";"8592";"1,64";"2599,07";"11094057,42";"2000"
"411275110";"Carajá";"1800";"634";"1893";"2,31";"2040,44";"1361103,98";"1800"
"411280105";"Joaquim Távora";"1600";"4164";"11265";"1,63";"2374,70";"9778070,38";"1600"
"411280110";"Joá";"1212";"205";"593";"1,80";"1548,68";"939294,78";"1212"
"411290005";"Jundiaí do Sul";"1212";"1251";"3333";"1,81";"2004,74";"11524759,25";"1212"
"411295905";"Juranda";"2000";"2234";"5881";"1,52";"2869,36";"16872279,57";"2000"
"411295908";"Primavera";"1200";"339";"893";"1,36";"1998,34";"9197543,95";"1200"
"411295910";"Rio Verde";"1600";"357";"996";"2,05";"2119,66";"2240395,62";"1600"
"411300705";"Jussara";"2000";"2496";"6688";"1,60";"2534,12";"4225503,17";"2000"
"411310605";"Kaloré";"1212";"1750";"4530";"1,45";"2125,51";"12875996,71";"1212"
"411320505";"Lapa";"2000";"12576";"33888";"1,68";"2797,07";"12300743,42";"2000"
"411320510";"Água Azul";"1300";"2353";"6227";"1,56";"2135,27";"13593230,12";"1300"
"411320515";"Mariental";"1800";"1727";"4817";"1,72";"2246,68";"3604395,17";"1800"
"411325405";"Laranjal";"1300";"1888";"5597";"1,81";"2051,63";"9173689,93";"1300"
"411330405";"Laranjeiras do Sul";"2000";"11386";"30612";"1,71";"3111,91";"20259785,85";"2000"
"411330425";"Passo Liso";"1500";"469";"1318";"1,66";"3296,68";"20457317,69";"1500"
"411340305";"Leópolis";"1500";"1414";"3750";"1,67";"2210,63";"10719735,36";"1500"
"411342905";"Lidianópolis";"1212";"1534";"3931";"1,46";"1957,84";"4739508,76";"1212"
"411345205";"Lindoeste";"1600";"1877";"5168";"1,66";"2253,34";"6876715,84";"1600"
"411350205";"Loanda";"2000";"8565";"23055";"1,62";"2805,25";"8935945,66";"2000"
"411360105";"Lobato";"1700";"1734";"4599";"1,63";"2447,28";"8847949,81";"1700"
"411370005";"Londrina";"2500";"203630";"536017";"1,65";"4247,06";"48390715,44";"2500"
"411370010";"Guaravera";"1300";"1140";"3171";"1,68";"1907,67";"2683179,92";"1300"
"411370015";"Irerê";"1230";"730";"2060";"1,65";"1853,60";"2511524,53";"1230"
"411370020";"Lerroville";"1250";"1199";"3334";"1,65";"1936,55";"7951686,50";"1250"
"411370025";"Maravilha";"1800";"280";"784";"1,64";"2079,66";"2060480,44";"1800"
"411370030";"Paiquerê";"1212";"1389";"3890";"1,93";"1388,70";"1114645,19";"1212"
"411370035";"São Luiz";"1500";"462";"1314";"1,74";"2209,86";"7898278,25";"1500"
"411370045";"Warta";"2000";"534";"1459";"1,53";"2632,80";"6459838,91";"2000"
"411373405";"Luiziana";"1500";"2451";"6688";"1,54";"2846,76";"984717997,41";"1500"
"411375905";"Lunardelli";"1212";"1898";"4872";"1,59";"1841,65";"3915579,78";"1212"
"411380905";"Lupionópolis";"1600";"1716";"4423";"1,56";"2126,45";"3450429,41";"1600"
"411380910";"Mairá";"1400";"152";"366";"1,24";"1622,45";"1100046,06";"1400"
"411390805";"Mallet";"2000";"3743";"10215";"1,67";"2691,86";"13666621,69";"2000"
"411390810";"Dorizon";"1500";"645";"1729";"1,71";"2621,95";"20930812,54";"1500"
"411390815";"Rio Claro do Sul";"1800";"538";"1467";"1,61";"3401,38";"86343952,18";"1800"
"411400505";"Mamborê";"1800";"5229";"13423";"1,45";"2826,90";"17297452,10";"1800"
"411410405";"Mandaguaçu";"2000";"11302";"31397";"1,59";"2644,59";"8363715,24";"2000"
"411420305";"Mandaguari";"2000";"13677";"36577";"1,60";"2734,62";"7459071,38";"2000"
"411430205";"Mandirituba";"2000";"5187";"14924";"1,92";"2647,99";"10332156,67";"2000"
"411430210";"Areia Branca dos Assis";"1300";"4544";"12472";"1,82";"1939,15";"6993641,10";"1300"
"411435105";"Manfrinópolis";"1800";"1033";"2768";"1,43";"2734,41";"15253444,00";"1800"
"411440105";"Mangueirinha";"1800";"5013";"13972";"1,72";"2650,16";"13814501,95";"1800"
"411440110";"Covó";"1500";"901";"2614";"1,62";"2443,01";"12437804,72";"1500"
"411450005";"Manoel Ribas";"1750";"4681";"13523";"2,01";"2822,83";"21014977,54";"1750"
"411450010";"Barra Santa Salete";"3000";"257";"696";"1,29";"5616,95";"57916964,65";"3000"
"411460905";"Marechal Cândido Rondon";"2400";"17898";"47161";"1,61";"3283,98";"12967678,74";"2400"
"411460907";"Bom Jardim";"1350";"179";"470";"1,46";"2477,68";"8299029,30";"1350"
"411460915";"Iguiporã";"2400";"474";"1251";"1,76";"3575,27";"29071433,89";"2400"
"411460920";"Margarida";"1212";"969";"2680";"1,53";"2060,47";"3829773,23";"1212"
"411460930";"Novo Horizonte";"2424";"336";"924";"1,56";"4204,78";"37642729,51";"2424"
"411460935";"Novo Três Passos";"2400";"364";"955";"1,57";"4031,08";"58853155,89";"2400"
"411460945";"Porto Mendes";"2000";"561";"1447";"1,44";"2660,42";"11044975,05";"2000"
"411460955";"São Roque";"1212";"260";"731";"1,76";"1933,61";"2882724,30";"1212"
"411470805";"Maria Helena";"1500";"2009";"5194";"1,48";"2162,55";"7070491,84";"1500"
"411470810";"Carbonera";"1600";"269";"665";"1,47";"1999,12";"3661080,61";"1600"
"411480705";"Marialva";"2200";"14623";"39989";"1,58";"3008,24";"9624550,88";"2200"
"411480710";"Santa Fé do Pirapó";"2000";"210";"579";"1,58";"2651,30";"11744923,61";"2000"
"411480715";"São Luiz";"2300";"80";"215";"1,53";"2957,09";"8385000,83";"2300"
"411480720";"São Miguel do Cambuí";"2000";"346";"927";"1,37";"2399,30";"4616636,75";"2000"
"411490605";"Marilândia do Sul";"1500";"2816";"7693";"1,69";"2288,79";"5261617,09";"1500"
"411490625";"Nova Amoreira";"1500";"322";"928";"1,58";"2403,43";"22597169,77";"1500"
"411500205";"Marilena";"1500";"2597";"7118";"1,55";"1989,39";"2395196,30";"1500"
"411500210";"Ipanema";"1500";"58";"131";"1,39";"2175,75";"1931435,12";"1500"
"411510105";"Mariluz";"1300";"3307";"8737";"1,67";"1965,14";"4266803,39";"1300"
"411510110";"São Luiz";"1500";"368";"1088";"1,99";"2162,64";"7585071,32";"1500"
"411520005";"Maringá";"3000";"152750";"396627";"1,56";"4632,18";"51092166,99";"3000"
"411520010";"Floriano";"1665";"896";"2453";"1,83";"2204,62";"3836732,33";"1665"
"411520015";"Iguatemi";"2269";"2847";"8060";"1,70";"2827,14";"6135866,67";"2269"
