CO_MUNICIPIO,NO_ENTIDADE,CO_ENTIDADE,TP_DEPENDENCIA,TP_CATEGORIA_ESCOLA_PRIVADA,TP_SITUACAO_FUNCIONAMENTO,IN_MANT_ESCOLA_PRIVADA_EMP,IN_MANT_ESCOLA_PRIVADA_ONG,IN_MANT_ESCOLA_PRIVADA_SIND,IN_MANT_ESCOLA_PRIVADA_SIST_S,IN_MANT_ESCOLA_PRIVADA_S_FINS,IN_AUDITORIO,IN_BIBLIOTECA,IN_BIBLIOTECA_SALA_LEITURA,IN_LABORATORIO_CIENCIAS,IN_LABORATORIO_INFORMATICA,IN_QUADRA_ESPORTES,IN_QUADRA_ESPORTES_COBERTA,IN_SALA_ATENDIMENTO_ESPECIAL,IN_ACESSIBILIDADE_RAMPAS,QT_SALAS_UTILIZADAS,IN_INTERNET,IN_EXAME_SELECAO,QT_TUR_INF,QT_TUR_FUND_AI,QT_TUR_FUND_AF,QT_TUR_MED,QT_TUR_PROF,QT_TUR_EJA,QT_MAT_BAS,QT_MAT_MED,mat_por_sala,codigo_municipio,NO_DISTRITO,DS_ENDERECO,NU_ENDERECO,NO_BAIRRO,CO_CEP,LATITUDE,LONGITUDE,NU_CNPJ_MANTENEDORA
1200401,ESCOLA DE EDUCACAO BASICA E PROFISSIONAL FUNDACAO BRADESCO,12026530,4,4.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,1.0,2.0,10.0,8.0,6.0,0.0,0.0,873.0,236.0,18.153846153846157,1200401,Rio Branco,ESTRADA DO CALAFATE,690,NOVA ESPERANCA,69915266,-9.9781122,-67.8425764,60701521000106.0
1200401,ESC SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL,12028096,4,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,74.0,1.0,0.0,0.0,0.0,0.0,61.0,64.0,0.0,411.0,0.0,0.0,1200401,Rio Branco,ALVORADA,777,BOSQUE,69900631,-9.9565058,-67.8152972,3636146000116.0
1200401,ESC SENAI CEL AUTON FURTADO- SENAI,12028100,4,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,18.0,1.0,1.0,0.0,0.0,0.0,14.0,25.0,0.0,177.0,0.0,0.0,1200401,Rio Branco,EPAMINONDAS JACOME,1260,CADEIA VELHA,69905232,-9.9721108,-67.7941981,1949095000157.0
1200401,COLEGIO LATO SENSU,12028835,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26.0,1.0,1.0,0.0,6.0,8.0,5.0,0.0,0.0,495.0,144.0,5.538461538461538,1200401,Rio Branco,RUA DAS PALMEIRAS,536,JARDIM TROPICAL,69901230,-9.9602708,-67.7954411,12826062000136.0
1200401,ESC DE ENSINO MEDIO E TECNICO PLACIDO DE CASTRO,12030058,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,161.0,161.0,26.83333333333333,1200401,Rio Branco,"ALAMEDA ALEMANHA, 200",200,JARDIM EUROPA,69915901,,,7641937000195.0
1200401,ESC COLEGIO SIGMA,12031682,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,27.0,1.0,0.0,4.0,12.0,7.0,4.0,0.0,0.0,548.0,120.0,4.444444444444445,1200401,Rio Branco,MILTON MATOS,283,BOSQUE,69900634,-9.9617948,-67.8141563,15401630000145.0
1200401,INSTITUTO SENAI DE TECNOLOGIA MADEIRA E MOVEIS,12032271,4,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,17.0,1.0,0.0,0.0,0.0,0.0,14.0,24.0,0.0,316.0,0.0,0.0,1200401,Rio Branco,DAS ACACIAS,665,JARDIM TROPICAL,69901233,,,3792339000166.0
1200401,ESC COLEGIO BATISTA BETEL,12032859,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,1.0,0.0,9.0,13.0,8.0,2.0,0.0,0.0,494.0,27.0,1.0,1200401,Rio Branco,AVENIDA DURVAL CAMILO,1723,AREAL,69905859,-9.993359,-67.7950256,15825273000142.0
1200401,ESC INSTITUTO AGUIAS DO SABER,12033545,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,0.0,0.0,9.0,3.0,3.0,0.0,287.0,112.0,5.6,1200401,Rio Branco,DO SAO FRANCISCO,255,BAIXA DA COLINA,69901316,,,8920236000158.0
1301209,CENTRO EDUCACIONAL PARAISO,13076906,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,15.0,1.0,0.0,2.0,5.0,4.0,3.0,3.0,0.0,290.0,46.0,3.066666666666667,1301209,Coari,RUA GONCALVES LEDO,345,,69460000,-4.087961667,-63.14159333,99999999999999.0
1301704,CENTRO EDUCACIONAL EVANGELICO BETEL,13073540,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,1.0,4.0,10.0,6.0,3.0,0.0,0.0,292.0,34.0,2.2666666666666666,1301704,Humaitá,AVENIDA RIO MADEIRA,2317,,69800000,-7.510714643,-63.03054032,15592401000155.0
1301902,ESCOLA SESI ABRAHAO SABBA,13071238,4,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,1.0,0.0,0.0,5.0,4.0,2.0,0.0,0.0,282.0,63.0,5.727272727272728,1301902,Itacoatiara,NOSSA SENHORA DO ROSARIO,003840,JAUARI II,69104356,,,3766415000169.0
1301902,COLEGIO NOSSA SENHORA DO ROSARIO,13079220,4,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,15.0,1.0,0.0,2.0,6.0,6.0,6.0,0.0,0.0,399.0,132.0,8.8,1301902,Itacoatiara,ADAMASTOR DE FIGUEIREDO,2273,CENTRO,69100039,,,4145533000201.0
1302504,ESCOLA NILTON LINS,13110314,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,3.0,4.0,3.0,0.0,0.0,81.0,34.0,2.833333333333333,1302504,Manacapuru,PEDRO RATTES,326,CENTRO,69400282,,,41404602000191.0
1302603,INSTITUICOES EDUCACIONAIS NELLY FALCO DE SOUZA - LTDA,13025082,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,18.0,1.0,1.0,0.0,8.0,4.0,3.0,0.0,0.0,331.0,76.0,4.222222222222222,1302603,Manaus,SALVADOR,455,ADRIANÓPOLIS,69057040,-3.1092481,-60.0131873,20801621000181.0
1302603,INSTITUTO HILDA FERREIRA,13025210,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,22.0,1.0,1.0,4.0,6.0,4.0,1.0,0.0,0.0,315.0,13.0,0.5909090909090909,1302603,Manaus,CARABUCU,67,NOVO ALEIXO,69098080,-3.027818333,-59.95020167,63710156000186.0
1302603,ESCOLA SESI DRA EMINA BARBOSA MUSTUFA,13025228,4,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,1.0,0.0,0.0,16.0,16.0,11.0,2.0,0.0,1247.0,291.0,9.7,1302603,Manaus,COSME FERREIRA,3295,SÃO JOSÉ OPERÁRIO,69085015,-3.073226064,-59.9695851,3766415000169.0
1302603,COLEGIO ADVENTISTA DA CIDADE NOVA,13025295,4,4.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,36.0,1.0,0.0,12.0,23.0,18.0,10.0,0.0,0.0,2137.0,425.0,11.805555555555555,1302603,Manaus,NOEL NUTELS,371,CIDADE NOVA,69096000,-3.031978542,-59.98808197,17340112000194.0
1302603,COLEGIO ADVENTISTA DE MANAUS,13025333,4,4.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,20.0,1.0,1.0,4.0,12.0,11.0,6.0,1.0,0.0,798.0,155.0,7.75,1302603,Manaus,AVENIDA 7 DE SETEMBRO,1887,CENTRO,69020120,-3.1345359,-60.0143095,17340112000194.0
1302603,COLEGIO ADVENTISTA DA ALVORADA,13025376,4,4.0,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,37.0,1.0,0.0,10.0,24.0,25.0,26.0,0.0,0.0,1781.0,376.0,10.16216216216216,1302603,Manaus,CRICIUMA,154,ALVORADA,69043140,,,17340112000194.0
1302603,CENTRO EDUCACIONAL RAIMUNDO BELO FERREIRA,13025694,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,18.0,1.0,1.0,0.0,5.0,4.0,3.0,0.0,0.0,187.0,61.0,3.388888888888889,1302603,Manaus,MAX TEIXEIRA,4132,CIDADE NOVA,69090002,-3.0325599,-59.9919524,63724561000153.0
1302603,CENTRO EDUCACIONAL LATO SENSU,13025872,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,42.0,1.0,1.0,8.0,19.0,16.0,10.0,4.0,0.0,1324.0,315.0,7.5,1302603,Manaus,JOSE DE ARIMATEIA,320,ADRIANÓPOLIS,69057084,-3.093845255,-60.00449996,29445572000166.0
1302603,CENTRO EDUCACIONAL AMAZONIA,13026020,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,0.0,3.0,10.0,8.0,3.0,0.0,0.0,576.0,76.0,3.8,1302603,Manaus,MIGUEL RIBAS,330,SANTO ANTÔNIO,69029070,-3.117206,-60.039468,15798507000100.0
1302603,CENTRO EDUCACIONAL CASIMIRO DE ABREU,13026089,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,25.0,1.0,0.0,2.0,5.0,4.0,3.0,0.0,0.0,147.0,31.0,1.24,1302603,Manaus,FLORIDA,12,CIDADE NOVA,69095120,-3.0315547,-59.99105433,15778715000147.0
1302603,CENTRO EDUCACIONAL LA SALLE,13026194,4,4.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,72.0,1.0,1.0,13.0,36.0,29.0,18.0,0.0,0.0,2322.0,553.0,7.680555555555555,1302603,Manaus,DOM PEDRO I,151,DOM PEDRO I,69040040,-3.0879917,-60.0399667,92741990000137.0
1302603,CENTRO EDUCACIONAL RECANTO DA CRIANCA E INTERATIVO,13026321,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,35.0,1.0,0.0,9.0,12.0,8.0,4.0,0.0,0.0,607.0,84.0,2.4,1302603,Manaus,CIRIACO,12,NOVO ALEIXO,69096700,-3.038501129,-59.95959884,17572040000100.0
1302603,CENTRO EDUCACIONAL SILVIA GUERRA,13026356,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,17.0,1.0,0.0,1.0,5.0,7.0,6.0,1.0,0.0,197.0,77.0,4.529411764705882,1302603,Manaus,CODAJAS,570,CACHOEIRINHA,69065130,-3.120130932,-60.00497808,12402405000135.0
1302603,CBN COLEGIO BRIGIDO NOGUEIRA,13026372,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,12.0,1.0,0.0,2.0,10.0,8.0,3.0,0.0,0.0,296.0,47.0,3.9166666666666665,1302603,Manaus,CROTON BRAVO,147,REDENÇÃO,69049250,-3.0511252,-60.0373775,5438221000160.0
1302603,ESCOLAS IDAAM,13026402,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,37.0,1.0,0.0,2.0,13.0,17.0,11.0,0.0,0.0,1180.0,415.0,11.216216216216216,1302603,Manaus,DJALMA BATISTA,1767,CHAPADA,69050010,-3.099579723,-60.0242415,41161484000138.0
1302603,COLEGIO NOSSA SENHORA AUXILIADORA,13026496,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,24.0,1.0,1.0,0.0,5.0,5.0,3.0,1.0,0.0,292.0,87.0,3.625,1302603,Manaus,SILVA RAMOS,833,CENTRO,69025030,-3.1203551,-60.0219854,4566360000106.0
1302603,COLEGIO SANTA DOROTEIA,13026500,4,1.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,28.0,1.0,0.0,4.0,7.0,7.0,4.0,0.0,0.0,478.0,120.0,4.285714285714286,1302603,Manaus,JOAQUIM NABUCO,1097,CENTRO,69020030,-3.132438,-60.0197311,10847747000133.0
1302603,COL DOM BOSCO,13026585,4,4.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,1.0,0.0,5.0,10.0,8.0,4.0,1.0,0.0,578.0,126.0,4.666666666666667,1302603,Manaus,EPAMINONDAS,57,CENTRO,69010090,-3.1320578,-60.0271763,4373163000170.0
1302603,COLEGIO PALAS ATENA,13026631,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,3.0,5.0,4.0,3.0,0.0,0.0,286.0,53.0,2.65,1302603,Manaus,MANOEL MARQUES DE SOUZA,256,PARQUE 10 DE NOVEMBRO,69055240,,,20229584000189.0
1302603,ESCOLA DE EDUCACAO BASICA E PROFISSIONAL FUNDACAO BRADESCO,13026950,4,4.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,1.0,2.0,10.0,8.0,6.0,2.0,0.0,729.0,194.0,14.923076923076923,1302603,Manaus,PROFESSOR ABILIO ALENCAR,1130,DOM PEDRO I,69040035,-3.079634827,-60.04738282,60701521000106.0
1302603,CESF - CENTRO EDUCACIONAL SAO FRANCISCO,13029860,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,19.0,1.0,0.0,3.0,5.0,4.0,3.0,0.0,0.0,358.0,50.0,2.631578947368421,1302603,Manaus,TOBIAS BARRETO,445,COMPENSA,69030020,,,3588414000171.0
1302603,ESCOLA DO FUTURO - ADCAM,13030094,4,4.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,25.0,1.0,0.0,3.0,5.0,4.0,3.0,2.0,0.0,180.0,27.0,1.08,1302603,Manaus,LEONORA ARMSTRONG,321,GILBERTO MESTRINHO,69086419,-3.0703592,-59.9372495,5555099000101.0
1302603,CENTRO DE ENSINO ALPHA DELTA,13031457,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,18.0,1.0,1.0,6.0,10.0,8.0,4.0,0.0,0.0,526.0,97.0,5.388888888888889,1302603,Manaus,RUA MARCIANO ARMOND,520,ADRIANOPOLIS,69057030,-3.114725,-60.0120202,51938396000153.0
1302603,ESCOLAS NILTON LINS,13031660,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,21.0,1.0,0.0,6.0,10.0,8.0,9.0,2.0,0.0,493.0,132.0,6.285714285714286,1302603,Manaus,MARQUES DE MONTE ALEGRE,3259,FLORES,69058040,-3.05954564,-60.00233984,41404602000191.0
1302603,ESCOLINHA SONHO INFANTIL LTDA,13031759,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,8.0,9.0,4.0,2.0,1.0,0.0,246.0,24.0,1.2,1302603,Manaus,MACEIO,62,ADRIANOPOLIS,69057010,-3.1126955,-60.0161642,5510979000161.0
1302603,FUNDACAO MATIAS MACHLINE,13031767,4,1.0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,33.0,1.0,1.0,0.0,0.0,0.0,32.0,30.0,0.0,688.0,688.0,20.848484848484848,1302603,Manaus,MINISTRO MARIO ANDREAZZA,916,DISTRITO INDUSTRIAL I,69075830,-3.134263444,-59.97945643,84489988000194.0
1302603,INSTITUTO ADVENTISTA DE MANAUS,13031783,4,4.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,25.0,1.0,0.0,9.0,18.0,14.0,11.0,0.0,0.0,1438.0,382.0,15.28,1302603,Manaus,BELEM,1805,CACHOEIRINHA,69065120,-3.1168502,-60.0061414,17340112000194.0
1302603,COLEGIO BATISTA BRASIL IDA NELSON,13031791,4,1.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,1.0,1.0,3.0,6.0,6.0,3.0,0.0,0.0,344.0,50.0,1.6666666666666667,1302603,Manaus,TERESINA,567,ADRIANOPOLIS,69057070,,,17217670000167.0
1302603,INSTITUTO BATISTA DO AMAZONAS,13031872,4,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,16.0,1.0,0.0,0.0,8.0,6.0,3.0,0.0,0.0,342.0,74.0,4.625,1302603,Manaus,SAO LUIZ,381,ADRIANÓPOLIS,69057250,-3.1133889,-60.0127933,42724386000124.0
1302603,LAVINIENSE ENSINO INTEGRADO E CE PINGO DE GENTE,13032020,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,60.0,1.0,1.0,12.0,26.0,15.0,7.0,2.0,0.0,1412.0,203.0,3.3833333333333333,1302603,Manaus,GALICIA,34,ADRIANOPOLIS,69057062,,,34487157000105.0
1302603,CENTRO DE EDUCACAO SESC JOSE ROBERTO TADROS,13032127,4,1.0,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,33.0,1.0,1.0,12.0,20.0,16.0,13.0,3.0,0.0,1598.0,326.0,9.87878787878788,1302603,Manaus,CONSTANTINOPLA,288,ALVORADA,69046005,-3.0673412,-60.0459848,3965963000118.0
1302603,ESC PROFESSORA JOSEPHINA DE MELLO,13064177,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.0,1.0,1.0,0.0,14.0,9.0,3.0,0.0,0.0,440.0,29.0,0.725,1302603,Manaus,HEISEI,133,NOVO ALEIXO,69098449,-3.069924949,-59.98622158,1784135000158.0
1302603,INSTITUTO DE EDUCACAO PROF DENIZARD RIVAIL,13064207,4,1.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.0,1.0,0.0,5.0,12.0,7.0,5.0,5.0,0.0,876.0,179.0,4.475,1302603,Manaus,TORQUATO TAPAJOS,5.238,FLORES,69058830,,,84664721000196.0
1302603,COLEGIO ADVENTISTA PAUL BERNARD,13064215,4,4.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,22.0,1.0,1.0,7.0,15.0,12.0,7.0,7.0,0.0,1288.0,225.0,10.227272727272728,1302603,Manaus,COSME FERREIRA,5879,SÃO JOSÉ OPERÁRIO,69085015,-3.0718235,-59.9469948,17340112000194.0
1302603,ESCOLA RENASCER,13073826,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,12.0,1.0,0.0,4.0,10.0,8.0,1.0,0.0,0.0,313.0,10.0,0.8333333333333334,1302603,Manaus,DOUTOR CASTRO E COSTA,207,PETRÓPOLIS,69067140,-3.1035798,-59.9891664,31259972000129.0
1302603,CENTRO EDUCACIONAL SANDRA CAVALCANTE,13074130,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,19.0,1.0,0.0,6.0,10.0,7.0,3.0,0.0,0.0,405.0,43.0,2.263157894736842,1302603,Manaus,HILDA CUNHA,65,NOVA CIDADE,69095791,,,322712000127.0
1302603,CENTRO METROPOLITANO DE ENSINO LTDA,13080911,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,36.0,1.0,0.0,4.0,6.0,8.0,3.0,1.0,13.0,690.0,97.0,2.6944444444444446,1302603,Manaus,INGRID BERGMAN,100,CHAPADA,69050580,-3.0947315,-60.0263569,3817341000142.0
1302603,CENTRO DE EDUCACAO PROFISSIONAL LTDA - CENTRO DE ENSINO LITERATUS,13081101,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,22.0,1.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,540.0,0.0,0.0,1302603,Manaus,RIO ICA,165,NOSSA SENHORA DAS GRAÇAS,69053100,-3.108305,-60.022056,11301060000160.0
1302603,ESCOLAS IDAAM,13081365,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,202.0,1.0,0.0,0.0,5.0,6.0,4.0,0.0,0.0,415.0,135.0,0.6683168316831684,1302603,Manaus,AVENIDA URUCARA,1360,CACHOEIRINHA,69065180,-3.12203899,-60.00297837,99999999999999.0
1302603,ESCOLA EVANGELICA BETEL,13084500,4,1.0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,1.0,0.0,10.0,18.0,12.0,5.0,0.0,0.0,848.0,119.0,4.407407407407407,1302603,Manaus,SILVES,1852,RAIZ,69068010,-3.1307474,-59.9913295,3566121000193.0
1302603,CENTRO EDUCACIONAL DRIHELLY BARBOSA,13090100,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,12.0,1.0,0.0,2.0,6.0,7.0,3.0,1.0,0.0,299.0,72.0,6.0,1302603,Manaus,RUA TREZE DE MAIO,241,COROADO,69080440,-3.089106,-59.9842018,4957262000108.0
1302603,CENTRO EDUCACIONAL IMPERIAL,13090186,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,22.0,1.0,0.0,4.0,20.0,13.0,3.0,0.0,0.0,1071.0,108.0,4.909090909090909,1302603,Manaus,IMACULADA CONCEICAO,377,CIDADE DE DEUS,69099267,-3.01503707,-59.93950795,2616155000182.0
1302603,ESCOLA CELUS LTDA,13092308,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,12.0,1.0,0.0,0.0,10.0,8.0,6.0,0.0,0.0,567.0,138.0,11.5,1302603,Manaus,FRIBURGO,12,CIDADE NOVA,69095200,-3.0290157,-59.974121,2820863000130.0
1302603,INSTITUTO DE EDUCACAO EL SHADAY,13093070,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,24.0,1.0,1.0,10.0,20.0,14.0,8.0,0.0,0.0,899.0,170.0,7.083333333333333,1302603,Manaus,JOSE MAURICIO GARCIA,30,COMPENSA,69035803,-3.099201673,-60.06866902,2807789000112.0
1302603,COLEGIO MARIA ANGELIM,13093126,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,20.0,1.0,0.0,6.0,10.0,7.0,3.0,0.0,0.0,477.0,80.0,4.0,1302603,Manaus,FAGUNDES,10,CIDADE NOVA,69095100,-3.0330929,-59.9812636,2882784000154.0
1302603,CENTRO EDUCACIONAL NADIR SOARES,13097288,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,15.0,1.0,0.0,0.0,20.0,8.0,2.0,0.0,0.0,445.0,36.0,2.4,1302603,Manaus,JABAL,65,SANTA ETELVINA,69059622,-2.98542806,-60.00616455,11425835000100.0
1302603,CENTRO DE EDUCACAO INTEGRAL CHRIST MASTER,13098284,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,22.0,1.0,0.0,8.0,10.0,9.0,9.0,0.0,0.0,705.0,187.0,8.5,1302603,Manaus,MOZART GUARNIERI,06,PARQUE 10 DE NOVEMBRO,69054733,-3.0698957,-59.99639873,3564080000104.0
1302603,INSTITUTO ENSINO THIAGO BRANDAO DE OLIVEIRA,13098306,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,0.0,4.0,10.0,7.0,3.0,0.0,0.0,437.0,31.0,1.9375,1302603,Manaus,CRISTA,31,NOVO ISRAEL,69039530,-3.022416,-60.008428,63687164000159.0
1302603,COLEGIO DOM BOSCO LESTE,13098519,4,1.0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26.0,1.0,0.0,2.0,10.0,8.0,6.0,1.0,0.0,477.0,122.0,4.6923076923076925,1302603,Manaus,COSME FERREIRA,5122,ZUMBI DOS PALMARES,69084425,-3.0777805,-59.9522106,4373163000170.0
1302603,CENTRO POSITIVIANO DE ENSINO,13099914,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,0.0,3.0,4.0,3.0,1.0,0.0,0.0,56.0,5.0,0.3125,1302603,Manaus,CARABUCU,297,JORGE TEIXEIRA,69088044,-3.0292551,-59.9279164,1905569000169.0
1302603,CENTRO EDUCACIONAL LATO SENSU III,13099981,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,42.0,1.0,1.0,7.0,16.0,12.0,5.0,1.0,0.0,1026.0,172.0,4.095238095238095,1302603,Manaus,RAIMUNDO NONATO DE CASTRO,926,SANTO AGOSTINHO,69036790,,,29445572000328.0
