CO_MUNICIPIO,NO_ENTIDADE,CO_ENTIDADE,TP_DEPENDENCIA,TP_CATEGORIA_ESCOLA_PRIVADA,TP_SITUACAO_FUNCIONAMENTO,IN_AUDITORIO,IN_BIBLIOTECA,IN_BIBLIOTECA_SALA_LEITURA,IN_LABORATORIO_CIENCIAS,IN_LABORATORIO_INFORMATICA,IN_QUADRA_ESPORTES,IN_QUADRA_ESPORTES_COBERTA,QT_SALAS_UTILIZADAS,IN_INTERNET,QT_TUR_INF,QT_TUR_FUND_AI,QT_TUR_FUND_AF,QT_TUR_MED,QT_TUR_PROF,QT_TUR_EJA,QT_MAT_BAS,QT_MAT_MED,mat_por_sala,codigo_municipio,DS_ENDERECO,NU_ENDERECO,CO_CEP,NU_CNPJ_MANTENEDORA
1302603,COLEGIO DOM BOSCO LESTE,13098519,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26.0,1.0,2.0,10.0,8.0,6.0,1.0,0.0,477.0,122.0,4.6923076923076925,1302603,COSME FERREIRA,5122,69084425,4373163000170.0
1302603,CENTRO POSITIVIANO DE ENSINO,13099914,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,3.0,4.0,3.0,1.0,0.0,0.0,56.0,5.0,0.3125,1302603,CARABUCU,297,69088044,1905569000169.0
1302603,CENTRO EDUCACIONAL LATO SENSU III,13099981,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,42.0,1.0,7.0,16.0,12.0,5.0,1.0,0.0,1026.0,172.0,4.095238095238095,1302603,RAIMUNDO NONATO DE CASTRO,926,69036790,29445572000328.0
1302603,CENTRO DE ENSINO NIVEA ROQUE,13100629,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,20.0,1.0,8.0,10.0,11.0,4.0,4.0,0.0,778.0,100.0,5.0,1302603,PAPUCAIA,33,69088035,33193278000181.0
1302603,ESCOLA INTERNACIONAL DO AMAZONAS LTDA,13100750,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,24.0,1.0,0.0,5.0,4.0,3.0,0.0,0.0,160.0,41.0,1.7083333333333333,1302603,DOS IGARAPES,20,69037178,7549572000173.0
1302603,CENTRO EDUCACIONAL HERANCA DO SENHOR,13101080,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,20.0,1.0,15.0,21.0,16.0,3.0,0.0,0.0,1015.0,34.0,1.7,1302603,AVENIDA COSME FERREIRA,1366,69083000,9513537000120.0
1302603,ESCOLA SENAI ANTONIO SIMOES,13101250,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,30.0,1.0,0.0,0.0,0.0,1.0,47.0,0.0,692.0,0.0,0.0,1302603,MINISTRO MARIO ANDREAZZA,2394,69075830,3776255000139.0
1302603,CENTRO EDUCACIONAL SECULO,13101765,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,1.0,9.0,6.0,4.0,3.0,0.0,0.0,292.0,39.0,1.054054054054054,1302603,CORONEL TEIXEIRA,4371,69037000,18621830000100.0
1302603,LATO SENSU IV,13102192,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,18.0,1.0,6.0,10.0,7.0,3.0,1.0,0.0,561.0,96.0,5.333333333333333,1302603,GUAPIACU,27,69090080,13953256000165.0
1302603,CENTRO EDUCACIONAL AJURICABA,13104586,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,10.0,1.0,0.0,10.0,8.0,3.0,0.0,0.0,436.0,85.0,8.5,1302603,PASSE,14,69046650,20281799000149.0
1302603,ESCOLA NILTON LINS JAPIIM,13105337,4,1.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,31.0,1.0,0.0,3.0,4.0,3.0,0.0,0.0,107.0,54.0,1.7419354838709675,1302603,TEFE,700,69078000,9118289000112.0
1302603,CONNEXUS ENSINO FUNDAMENTAL E MEDIO LTDA,13105493,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,0.0,10.0,6.0,3.0,0.0,0.0,322.0,82.0,5.857142857142857,1302603,FRANCO DE SA,230,69079210,14301255000107.0
1302603,COLEGIO SANTO AFONSO,13106902,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,30.0,1.0,15.0,14.0,5.0,2.0,0.0,0.0,488.0,16.0,0.5333333333333333,1302603,BELO HORIZONTE,1382,69057060,32019925000170.0
1302603,ESCOLAS IDAAM,13107380,4,1.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,4.0,7.0,5.0,3.0,0.0,0.0,462.0,100.0,5.2631578947368425,1302603,TORQUATO TAPAJOS,8611,69041025,13821198000388.0
1302603,ESCOLAS IDAAM,13108727,4,1.0,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,22.0,1.0,2.0,7.0,6.0,6.0,0.0,0.0,534.0,205.0,9.318181818181818,1302603,AVENIDA DO SOL,245,69060063,29361997000278.0
1302603,ESCOLA LUMINOVA,13109030,4,1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,1.0,3.0,5.0,4.0,3.0,0.0,0.0,183.0,50.0,3.333333333333333,1302603,AUTAZ MIRIM,7174,69087215,41404602000434.0
1302603,CENTRO EDUCACIONAL SONHO DOURADO,13116207,4,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,15.0,1.0,4.0,6.0,7.0,3.0,0.0,0.0,155.0,28.0,1.8666666666666667,1302603,GUARACAI,12,69097770,84481845000136.0
1302603,ESCOLAS IDAAM,13313231,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,1.0,0.0,5.0,4.0,4.0,0.0,0.0,272.0,123.0,0.6089108910891089,1302603,FRIBURGO,26,69095200,13821198000469.0
1400100,CENTRO EDUCACIONAL MACUNAIMA - COLEGIO FAMETRO,14000792,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0,1.0,5.0,9.0,9.0,8.0,0.0,0.0,698.0,207.0,6.67741935483871,1400100,CAPITAO FRANCO DE CARVALHO,195,69305120,4648671000114.0
1400100,CENTRO DE EDUCACAO INTEGRADA COLMEIA LTDA,14000814,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,30.0,1.0,7.0,16.0,9.0,3.0,2.0,0.0,697.0,93.0,3.1,1400100,CEREJO CRUZ,944,69301060,4042164000132.0
1400100,ESC INSTITUTO BATISTA DE RORAIMA,14001055,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38.0,1.0,2.0,7.0,8.0,8.0,0.0,0.0,334.0,102.0,2.6842105263157894,1400100,GENERAL PENHA BRASIL,345,69301440,5942248000195.0
1400100,CEN DE EDUC DO TRAB JOAO DE MENDONCA FURTADO - SESI,14001080,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0,1.0,8.0,18.0,14.0,9.0,6.0,1.0,1591.0,191.0,6.161290322580645,1400100,BRIGADEIRO EDUARDO GOMES,3786,69310005,3786915000162.0
1400100,COLEGIO CATHEDRAL,14007274,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,1.0,0.0,5.0,4.0,4.0,4.0,0.0,328.0,103.0,4.291666666666667,1400100,FRANCISCO PAULINO DA SILVA,215,69307670,3485283000105.0
1400100,CENTRO DE EDUCACAO SESC,14324636,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52.0,1.0,11.0,17.0,20.0,8.0,8.0,0.0,1306.0,191.0,3.673076923076923,1400100,JOAO BARBOSA,143,69304335,3488834000186.0
1400456,CENTRO INDIGENA DE FORMACAO E CULTURA RAPOSA SERRA DO SOL,14324709,4,2.0,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,16.0,4.0,1400456,COMUNIDADE INDIGENA BARRO,,69345000,34807578000176.0
1500107,E PART E I F M INST NSRA DOS ANJOS,15066886,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,1.0,6.0,11.0,8.0,3.0,2.0,0.0,692.0,117.0,5.571428571428571,1500107,"RUA BARAO DO RIO BRANCO,",1736,68444000,7257462000138.0
1500107,SISTEMA DE ENSINO INOVE,15161366,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.0,1.0,9.0,16.0,8.0,3.0,21.0,1.0,1159.0,95.0,2.375,1500107,RUA HAROLDO ARAUJO,1821,68440000,7484226000154.0
1500107,IPP INSTITUTO PROFISSIONALIZANTE PARADIGMA LTDA-ME,15170055,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,39.0,15.0,3.0,1500107,AVENIDA SAO PAULO,1982,68440000,11899908000103.0
1500107,ENGELS,15584062,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,37.0,1.0,14.0,20.0,13.0,6.0,0.0,0.0,1361.0,261.0,7.054054054054054,1500107,AVENIDA PEDRO RODRIGUES,480,68440000,4984922000131.0
1500107,SISTEMA DE ENSINO VESTIBULANDO,15587983,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,17.0,1.0,3.0,5.0,4.0,3.0,3.0,0.0,434.0,78.0,4.588235294117647,1500107,TRAVESSA DOM PEDRO I,1285,68440000,7855815000100.0
1500305,INSTITUTO EDUCACIONAL DA AMAZONIA,15180581,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,45.0,43.0,14.333333333333334,1500305,COMUNIDADE FURO DOS CHAGAS,S/N,68890000,17298593000117.0
1500404,ESCOLA COMUNITARIA CASA FAMILIAR RURAL DE ALENQUER,15177297,4,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,81.0,1.0,0.2,1500404,KM 15 PA 427,,68200000,3202594000101.0
1500602,COLEGIO SAPIENS,15140463,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,6.0,10.0,7.0,3.0,1.0,0.0,414.0,70.0,4.666666666666667,1500602,CORONEL JOSE PORFIRIO,2245/2251,68372040,538443000130.0
1500602,COLEGIO EVOLUCAO DE ALTAMIRA,15176045,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,2.0,5.0,4.0,3.0,0.0,0.0,308.0,57.0,3.5625,1500602,OTAVIANO SANTOS,1980,68371288,43509809000156.0
1500602,ESCOLA SESI ALTAMIRA,15205401,4,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,8.0,2.0,2.0,8.0,573.0,54.0,9.0,1500602,RUA ACESSO DOIS,1031,68373045,3768023000139.0
1500602,COLEGIO GILDETE DUTRA,15552900,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,8.0,10.0,6.0,3.0,0.0,0.0,426.0,60.0,3.75,1500602,RUA SANTAREM,3306,68372320,14083273000151.0
1500602,E E I E FM VIDA E SABER,15156974,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,2.0,5.0,4.0,3.0,0.0,0.0,252.0,44.0,4.0,1500602,RUA JACOB HECK,S/N,68379200,70429378000190.0
1500800,SISTEMA INTEGRADO DE ENSINO LIMA PINHEIRO,15096009,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,16.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,256.0,53.0,3.3125,1500800,EVANGELICA,47,67113540,10903934000197.0
1500800,NUCLEO DE ENSINO PEQUENO PRINCIPE,15114015,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,30.0,1.0,5.0,10.0,8.0,3.0,0.0,0.0,455.0,104.0,3.466666666666667,1500800,OSCAR SOUZA,802,67030680,6336883000191.0
1500800,SISTEMA DE ENSINO AMAZONIA,15140725,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,2.0,5.0,4.0,3.0,0.0,0.0,253.0,100.0,6.666666666666667,1500800,BR-316,590,67030007,11194010000121.0
1500800,COLEGIO ADVENTISTA DA CIDADE NOVA,15152219,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,19.0,1.0,5.0,14.0,9.0,6.0,0.0,0.0,922.0,161.0,8.473684210526315,1500800,WE-62,1162,67133145,83367326012195.0
1500800,CENTRO EDUCACIONAL INFANTIL PEQUENO EINSTEIN,15156826,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,31.0,2.0,0.1333333333333333,1500800,SEIS A,49,67020440,4062889000192.0
1500800,COLEGIO CIEC,15158969,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,5.0,5.0,4.0,3.0,0.0,0.0,235.0,34.0,2.2666666666666666,1500800,RUA HAROLDO VELOSO,65,67013849,12145966000104.0
1500800,PHYSICS COLEGIO E CURSO,15163849,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,30.0,1.0,8.0,10.0,6.0,6.0,0.0,0.0,630.0,261.0,8.7,1500800,DO MARIO COVAS,1160,67113330,29361997000197.0
1500800,SISTEMA EDUCACIONAL CRISTAO SEMEAR,15164543,4,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,20.0,1.0,4.0,6.0,6.0,4.0,0.0,0.0,415.0,92.0,4.6,1500800,CARLOS ANO BOM,565,67033660,18571044000137.0
1500800,SISTEMA EDUCACIONAL UNIVERSO POSITIVO,15165833,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,15.0,1.0,3.0,8.0,8.0,3.0,0.0,0.0,417.0,100.0,6.666666666666667,1500800,JOSE MARCELINO DE OLIVEIRA,455,67030170,13038915000138.0
1500800,SISTEMA DE ENSINO LOGOS LTDA,15167178,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,1.0,0.0,0.0,11.0,3.0,0.0,0.0,350.0,112.0,3.393939393939394,1500800,MIRANDA,387,67113200,7896750000132.0
1500800,ESCOLA SESI ANANINDEUA,15169928,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,1.0,0.0,15.0,16.0,10.0,0.0,9.0,1396.0,191.0,8.681818181818182,1500800,CLAUDIO SANDERS,1590,67030445,3768023001453.0
1500800,ASPECTO EDUCACAO,15172228,4,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,1.0,1.0,5.0,4.0,2.0,0.0,0.0,217.0,32.0,2.6666666666666665,1500800,SANTA MADALENA,342,67125044,29805098000136.0
1500800,COLEGIO LA SALLE ANANIDEUA,15173330,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,1.0,7.0,10.0,6.0,3.0,0.0,0.0,657.0,91.0,1.82,1500800,GOVERNADOR HELIO DA MOTA GUEIROS,49,67120370,60916731000103.0
1500800,COLEGIO EQUIPE ANANINDEUA,15177017,4,1.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,4.0,6.0,4.0,0.0,320.0,241.0,18.53846153846154,1500800,SN-17,91,67133000,44346920000131.0
1500800,ESCOLA DE ENSINO INFANTIL E FUNDAMENTAL JEAN PIAGET,15179087,4,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,5.0,3.0,1.0,0.0,0.0,146.0,7.0,1.0,1500800,TRINTA E TRES,6A,67040320,36590336000107.0
1500800,CENTRO DE ESTUDOS ANTENOR REIS,15208400,4,1.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,4.0,3.0,1.0,0.0,129.0,48.0,4.8,1500800,WE-68,1132,67140100,83369611000139.0
1500800,CENTRO EDUCACIONAL FONTE DO SABER,15209806,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,2.0,5.0,4.0,3.0,0.0,0.0,282.0,27.0,3.0,1500800,TRINTA E DOIS,15,67145345,4355892000102.0
1500800,CENTRO EDUC NSRA DE FATIMA,15523403,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,2.0,4.0,2.0,1.0,0.0,0.0,180.0,25.0,1.25,1500800,BR-316,509,67010000,63806400000109.0
1500800,COLEGIO ASPECTO EIRELI,15549704,4,1.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,12.0,1.0,0.0,5.0,4.0,3.0,0.0,0.0,298.0,129.0,10.75,1500800,WE-32,251,67133108,2326822000192.0
1500800,ESCOLA MADRE CELESTE,15563448,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,1.0,3.0,9.0,8.0,3.0,0.0,0.0,483.0,142.0,5.68,1500800,DA PROVIDENCIA,10,67130670,63887756000114.0
1500800,COLEGIO SUPREMO DA AMAZONIA,15565793,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,13.0,1.0,0.0,5.0,5.0,3.0,1.0,0.0,364.0,117.0,9.0,1500800,WE-27,402,67133195,12147412000138.0
1500800,COLEGIO SISTEMA SOCIEDADE CIVIL LTDA,15567648,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,0.0,5.0,8.0,3.0,0.0,0.0,498.0,159.0,13.25,1500800,WE-64-A,1592,67143400,4292838000157.0
1500800,COLEGIO IMPACTO,15570479,4,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,1.0,0.0,0.0,5.0,6.0,0.0,0.0,404.0,226.0,11.894736842105264,1500800,WE-20,111,67130480,30178182000741.0
1500800,CENTRO DE ENSINO PLENO IDEAL,15570533,4,1.0,1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,24.0,1.0,3.0,5.0,5.0,7.0,7.0,0.0,632.0,355.0,14.791666666666666,1500800,SN-03,3277,67133810,3919279000108.0
1500800,COLEGIO INTELECTUAL,15572005,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,520.0,167.0,10.4375,1500800,WE-26,02,67133090,3046366000190.0
1500859,ESCOLA COMUNITARIA CASA FAMILIAR RURAL DOROTHY STANG,15163709,4,2.0,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,5.0,7.0,2.0,87.0,79.0,15.8,1500859,RODOVIA TRANSAMAZONICA KM 123 ALTAMIRA MARABA,,68365000,4367720000140.0
1500859,INSTITUTO EDUCACIONAL INVICTUS,15175685,4,1.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,3.0,4.0,2.0,0.0,12.0,364.0,12.0,2.4,1500859,RUA TREZE,20,68365000,44254446000118.0
1501303,CENTRO EDUCACIONAL IVANILSON COSTA,15161943,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,5.0,4.0,1.0,0.0,2.0,251.0,7.0,1.0,1501303,RUA JOSE A OLIVEIRA,13,68447000,14668650000114.0
1501303,INSTITUTO DE EDUCACAO PERMANENTE DA AMAZONIA,15162796,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47.0,1.0,4.0,5.0,4.0,3.0,28.0,0.0,832.0,35.0,0.7446808510638298,1501303,AVENIDA CONEGO JERONIMO PIMENTEL,,68447000,8282241000182.0
1501303,ESCOLA PITAGORAS,15172600,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39.0,1.0,8.0,10.0,7.0,5.0,0.0,0.0,741.0,121.0,3.102564102564102,1501303,AV. DOM ROMUALDO COELHO,657,68447000,26083507000654.0
1501303,NUCLEO DE ENSINO PROFISSIONAL DA AMAZONIA LTDA,15172732,4,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,12.0,1.0,0.0,4.0,4.0,3.0,0.0,0.0,151.0,45.0,3.75,1501303,"DOM ROMUALDO COELHO,",12,68447000,29641849000126.0
1501303,SISTEMA DE ENSINO UNIVERSO BARCARENA,15175316,4,1.0,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,28.0,1.0,3.0,12.0,7.0,5.0,0.0,0.0,653.0,183.0,6.535714285714286,1501303,AV FRANCISCO VINAGRE QUADRA 231,27,68447000,32694806000113.0
1501303,ESCOLA COMUNITARIA CASA FAMILIAR RURAL CRISTINO DE JESUS TAVARES,15179672,4,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,95.0,12.0,1.5,1501303,PETROLINA,,67407600,11473043000100.0
1501303,NUCLEO EDUCACIONAL CRIATIVO,15161625,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,9.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,246.0,35.0,3.888888888888889,1501303,"RUA, ANGELO MALCHER QD 82",06,68447000,8922771000148.0
1501303,ESC DOM ANGELO FROZI SC LTDA,15542858,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,4.0,10.0,8.0,5.0,4.0,0.0,586.0,135.0,8.4375,1501303,RUA GERMANO ARANHA Q283 L.T 21/22,S/N,68447000,1521200000152.0
1501402,COLEGIO ALFA,15037614,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,1.0,6.0,10.0,8.0,3.0,0.0,0.0,434.0,122.0,5.083333333333333,1501402,JOAO PAULO II,322,66095491,10217925000142.0
1501402,CENTRO DE SERVICOS EDUCACIONAIS DO PARA,15037622,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,42.0,1.0,5.0,6.0,4.0,3.0,0.0,0.0,432.0,114.0,2.7142857142857144,1501402,PEDRO MIRANDA,100,66085005,5387675000159.0
1501402,UNIAO AMAZONIDA DE EDUCACAO E ASSISTENCIA - UNAMEA,15038432,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,38.0,1.0,3.0,5.0,4.0,2.0,0.0,0.0,173.0,26.0,0.6842105263157895,1501402,HUMAITA,2412,66093047,4797882000119.0
1501402,INSTITUTO 15 DE AGOSTO SS LTDA,15041930,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,14.0,1.0,0.0,4.0,4.0,3.0,0.0,0.0,228.0,50.0,3.571428571428572,1501402,HUMAITA,916,66083340,4574471000164.0
1501402,CENTRO INTEGRADO PRIMEIROS PASSOS,15097250,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,1.0,3.0,5.0,4.0,3.0,0.0,0.0,319.0,70.0,3.333333333333333,1501402,FERREIRA PENA,155,66050140,2273318000171.0
1501402,ESCOLA SESI BELEM,15108023,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,24.0,1.0,0.0,13.0,16.0,9.0,1.0,15.0,1298.0,222.0,9.25,1501402,JOAO PAULO II,1267,66095493,3768023000139.0
1501402,COLEGIO PEQUENO PRINCIPEAVANTE,15156028,4,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,48.0,1.0,15.0,16.0,8.0,9.0,0.0,0.0,1102.0,270.0,5.625,1501402,AUGUSTO MONTENEGRO,3649,66635110,5939596000103.0
1501402,CENTRO EDUCACIONAL MENDARA,15156451,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,15.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,50.0,50.0,3.333333333333333,1501402,A,17/24,66615220,10390269000185.0
1501402,CENTRO DE ESTUDOS ANTENOR REIS - AGUAS LINDAS,15159264,4,1.0,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,3.0,5.0,4.0,3.0,0.0,0.0,235.0,49.0,3.769230769230769,1501402,SETE,06,66690480,83369611000139.0
1501402,CENTRO EDUCACIONAL DE E F M MUNDO INTELECTO,15159329,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,1.0,9.0,19.0,11.0,4.0,0.0,0.0,882.0,125.0,5.0,1501402,TRANSCOQUEIRO,103,66652300,13327973000181.0
1501402,CENTRO EDUCACIONAL MOSAICO,15159841,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,3.0,11.0,8.0,3.0,0.0,0.0,540.0,88.0,5.5,1501402,JULIO CESAR,3924,66617420,3157760000103.0
1501402,INSTITUTO DE EDUCACAO INTEGRADA ALBERT EINSTEN,15161811,4,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,2.0,8.0,0.0,217.0,0.0,0.0,1501402,AUGUSTO MONTENEGRO,5555,66635110,6108860000120.0
1501402,PHYSICS COLEGIO E CURSO,15163830,4,1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,377.0,364.0,33.09090909090909,1501402,AV CONSELHEIRO FURTADO,1228,66035350,29361997000197.0
1501402,SISTEMA DE ENSINO RODRIGUES BRANDAO - SERB,15164861,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,15.0,1.0,3.0,5.0,5.0,2.0,0.0,0.0,391.0,57.0,3.8,1501402,QUINTA LINHA,25,66820160,10601410000141.0
1501402,ESCOLA PRESBITERIANA DO COQUEIRO,15165736,4,3.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,3.0,5.0,4.0,1.0,0.0,0.0,260.0,8.0,0.6666666666666666,1501402,MARIO COVAS,27,66650000,19236630000198.0
1501402,COLEGIO PAULISTA DE BELEM LTDA-EPP,15166260,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,1.0,10.0,12.0,5.0,3.0,0.0,0.0,689.0,115.0,3.8333333333333335,1501402,AUGUSTO MONTENEGRO,5002,66635110,21709587000182.0
1501402,CENTRO EDUCACIONAL IKETANI E LIBONATI,15167259,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,201.0,123.0,17.571428571428573,1501402,AVENIDA PEDRO MIRANDA,827,66085022,23920290000197.0
1501402,COLEGIO EQUIPE LTDA,15167275,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,200.0,41.0,5.125,1501402,GENTIL BITTENCOURT,827,66040174,44346920000131.0
1501402,COLEGIO EQUIPE CRISTAL,15168344,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,1.0,5.0,6.0,8.0,6.0,0.0,0.0,594.0,203.0,8.458333333333334,1501402,DOS TRABALHADORES,1400,66635894,44346920000131.0
1501402,FEDERAL SISTEMA DE ENSINO,15170667,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,591.0,378.0,37.8,1501402,TRAVESSA CASTELO BRANCO,685,66020220,30031294000180.0
1501402,ESCOLA BILINGUE DO PARA LTDA - MAPLE BEAR BELEM,15170942,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,11.0,12.0,7.0,2.0,0.0,0.0,612.0,24.0,0.8275862068965517,1501402,BENJAMIM CONSTANT,313,66053040,19906531000176.0
