prospect;codigo_escola;cidade;UF;bairro_prospect;segmento_comercial;score_destaque;parceiro_mais_proximo;bairro_parceiro;parceiro_eh_unidade_propria;distancia_km;faixa_proximidade
SPINOSA COLEGIO UNIDADE II;35140348;São Paulo;SP;VILA SAO PAULO;Outras posições;0.533;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;14.52;distante (>5km)
COL BARAO DO RIO BRANCO;53032012;Brasília;DF;REGIAO DOS LAGOS;Outras posições;0.7;C EDUCACIONAL SIGMA - ASA NORTE;ASA NORTE;False;14.58;distante (>5km)
SOCIEDADE EDUCACIONAL NOVO EDEN LTDA;41486846;Curitiba;PR;SÍTIO CERCADO;Outras posições;0.517;COLEGIO PASSIONISTA NOSSA SENHORA MENINA;JUVEVÊ;False;14.59;distante (>5km)
COL LA SALLE AGUAS CLARAS;53007050;Brasília;DF;NORTE (AGUAS CLARAS);Outras posições;0.803;C EDUCACIONAL SIGMA - ASA NORTE;ASA NORTE;False;14.67;distante (>5km)
REDE DECISAO UNIDADE JARDIM PRUDENCIA;35139221;São Paulo;SP;JARDIM ALZIRA;Outras posições;0.446;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;14.79;distante (>5km)
COLEGIO LINCE LTDA;29422353;Salvador;BA;JARDIM DAS MARGARIDAS;Outras posições;0.596;CURSO E COLEGIO LEFFLER;CAMINHO DAS ÁRVORES;False;14.86;distante (>5km)
MAGNO COLEGIO;35140338;São Paulo;SP;PARQUE RESIDENCIAL JULIA;Outras posições;0.821;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;14.86;distante (>5km)
SANTA MARIA COLEGIO;35107517;São Paulo;SP;JARDIM TAQUARAL;Outras posições;0.762;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;15.06;distante (>5km)
COL LA SALLE - SOBRADINHO;53005503;Brasília;DF;SOBRADINHO;Outras posições;0.602;C DE ENS MEDIO DELTA;VILA BURITIS - SETOR RESIDENCIAL LESTE;False;15.14;distante (>5km)
COLEGIO OLIMPO AGUAS CLARAS;53015789;Brasília;DF;SUL AGUAS CLARAS;Outras posições;0.874;C EDUCACIONAL SIGMA - ASA NORTE;ASA NORTE;False;15.14;distante (>5km)
C EDUCACIONAL PROJECAO SOBRADINHO;53010973;Brasília;DF;SOBRADINHO;Outras posições;0.461;C DE ENS MEDIO DELTA;VILA BURITIS - SETOR RESIDENCIAL LESTE;False;15.24;distante (>5km)
SAO LUIZ DE GONZAGA III COLEGIO;35153825;São Paulo;SP;JARDIM CASABLANCA;Outras posições;0.43;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;15.58;distante (>5km)
COLEGIO MAGISTER;35107803;São Paulo;SP;JARDIM TAQUARAL;Outras posições;0.732;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;15.61;distante (>5km)
INSTITUTO EDUCACIONAL SANTO ELIAS;53005899;Brasília;DF;SOBRADINHO;Outras posições;0.773;C DE ENS MEDIO DELTA;VILA BURITIS - SETOR RESIDENCIAL LESTE;False;15.61;distante (>5km)
INST SAO JOSE;53005910;Brasília;DF;SOBRADINHO;Outras posições;0.74;C EDUCACIONAL SIGMA - ASA NORTE;ASA NORTE;False;15.78;distante (>5km)
ESC ATUAL;53014405;Brasília;DF;AGUAS CLARAS;Outras posições;0.539;C EDUCACIONAL SIGMA - ASA NORTE;ASA NORTE;False;15.83;distante (>5km)
CONCORDIA COLEGIO;35136359;São Paulo;SP;JARDIM PARIS;Outras posições;0.467;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;15.9;distante (>5km)
COLEGIO VILA OLIMPIA;42103894;Florianópolis;SC;JURERE;Outras posições;0.732;ESCOLA AUTONOMIA;ITACORUBI;False;16.04;distante (>5km)
ALICERCE COLEGIO;35144721;São Paulo;SP;VILA ROMANO;Outras posições;0.515;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;16.16;distante (>5km)
COL IDEAL UNIDADE JARDIM BOTANICO;53018273;Brasília;DF;SETOR HABITACIONAL JARDIM BOTÂNICO;Outras posições;0.701;C EDUCACIONAL SIGMA - ASA NORTE;ASA NORTE;False;16.2;distante (>5km)
COL LICEU;53015894;Brasília;DF;SETOR HABITACIONAL VICENTE PIRES;Outras posições;0.515;C EDUCACIONAL SIGMA - ASA NORTE;ASA NORTE;False;16.29;distante (>5km)
CENTRO DE ENSINO SANTA RITA DE CASSIA;53005457;Brasília;DF;SOBRADINHO;Outras posições;0.725;C EDUCACIONAL SIGMA - ASA NORTE;ASA NORTE;False;16.39;distante (>5km)
COL OBJETIVO DF - UNIDADE II;53017749;Brasília;DF;NORTE;Outras posições;0.43;C EDUCACIONAL SIGMA - ASA NORTE;ASA NORTE;False;16.76;distante (>5km)
EMBRAER JUAREZ WANDERLEY COLEGIO;35805555;São José dos Campos;SP;EUGENIO DE MELLO;Líder local;0.939;POLIEDRO COLEGIO;JARDIM ESPLANADA;True;17.0;distante (>5km)
COL IDEAL UNIDADE V;53017030;Brasília;DF;SUL (AGUAS CLARAS);Outras posições;0.501;C EDUCACIONAL SIGMA - ASA NORTE;ASA NORTE;False;17.6;distante (>5km)
COLEGIO IDEAL - UNIDADE III;53014111;Brasília;DF;TAGUATINGA NORTE;Outras posições;0.535;C EDUCACIONAL SIGMA - ASA NORTE;ASA NORTE;False;17.93;distante (>5km)
COLEGIO VICTORINO EIRELI;35808210;São Paulo;SP;ITAIM PAULISTA;Outras posições;0.524;AGOSTINIANO MENDEL COLEGIO;VILA GOMES CARDIM;False;18.03;distante (>5km)
HUMBOLDT COLEGIO;35107487;São Paulo;SP;JARDIM IPANEMA (ZONA SUL);Outras posições;0.658;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;18.17;distante (>5km)
C EDUCACIONAL LEONARDO DA VINCI - UNIDADE TAGUATINGA;53013670;Brasília;DF;AREAL (AGUAS CLARAS);Outras posições;0.87;C EDUCACIONAL SIGMA - ASA NORTE;ASA NORTE;False;18.3;distante (>5km)
COLEGIO CAMINHOS E COLINAS;35005941;São Paulo;SP;JARDIM ITAPURA;Outras posições;0.577;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;18.33;distante (>5km)
UNICO EDUCACIONAL TAGUATINGA;53017293;Brasília;DF;TAGUATINGA;Outras posições;0.759;C EDUCACIONAL SIGMA - ASA NORTE;ASA NORTE;False;18.51;distante (>5km)
COLEGIO CATOLICA BRASILIA;53003640;Brasília;DF;AREAL (AGUAS CLARAS);Outras posições;0.547;C EDUCACIONAL SIGMA - ASA NORTE;ASA NORTE;False;18.53;distante (>5km)
COL MARISTA CHAMPAGNAT;53003659;Brasília;DF;TAGUATINGA SUL;Outras posições;0.728;C EDUCACIONAL SIGMA - ASA NORTE;ASA NORTE;False;18.73;distante (>5km)
PERSPECTIVA ESCOLA;35125726;São Paulo;SP;VILA FAZZEONI;Outras posições;0.734;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;18.97;distante (>5km)
UNASP SAO PAULO ADVENTISTA COLEGIO;35107682;São Paulo;SP;CAPAO REDONDO;Outras posições;0.403;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;19.01;distante (>5km)
SERVICO SOCIAL DO COMERCIO EDUSESC MEC;53004949;Brasília;DF;TAG NORTE;Outras posições;0.401;C EDUCACIONAL SIGMA - ASA NORTE;ASA NORTE;False;19.09;distante (>5km)
C EDUCACIONAL PROJECAO TAGUATINGA NORTE;53003721;Brasília;DF;TAGUATINGA;Outras posições;0.481;C EDUCACIONAL SIGMA - ASA NORTE;ASA NORTE;False;19.35;distante (>5km)
CENTRO EDUCACIONAL UNIVERSO;42142539;Florianópolis;SC;INGLESES DO RIO VERMELHO;Outras posições;0.572;ESCOLA AUTONOMIA;ITACORUBI;False;19.42;distante (>5km)
EXATO COLEGIO;35135057;São Paulo;SP;INTERLAGOS;Outras posições;0.497;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;19.71;distante (>5km)
COLEGIO SANTA TEREZINHA;42129303;Florianópolis;SC;INGLESES DO RIO VERMELHO;Outras posições;0.48;ESCOLA AUTONOMIA;ITACORUBI;False;19.82;distante (>5km)
SALGUEIRO COLEGIO;35143157;São Paulo;SP;INTERLAGOS;Outras posições;0.571;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;19.87;distante (>5km)
A EINSTEIN COLEGIO;35107906;São Paulo;SP;CIDADE DUTRA;Outras posições;0.443;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;20.17;distante (>5km)
PINHEIRO ESCOLA;35139129;São Paulo;SP;INTERLAGOS;Outras posições;0.553;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;20.61;distante (>5km)
C EDUCACIONAL CCI SENIOR;53014707;Brasília;DF;SAMAMBAIA NORTE (SAMAMBAIA);Outras posições;0.528;C EDUCACIONAL SIGMA - ASA NORTE;ASA NORTE;False;24.49;distante (>5km)
ESC DE EDUC BASICA E PROFISSIONAL FUNDACAO BRADESCO;53008189;Brasília;DF;CEILANDIA SUL;Outras posições;0.406;C EDUCACIONAL SIGMA - ASA NORTE;ASA NORTE;False;24.89;distante (>5km)
CENTRO EDUCACIONAL IESB;53018656;Brasília;DF;CEILANDIA NORTE;Outras posições;0.431;C EDUCACIONAL SIGMA - ASA NORTE;ASA NORTE;False;25.15;distante (>5km)
COL ADVENTISTA DO GAMA;53003080;Brasília;DF;GAMA;Outras posições;0.516;C EDUCACIONAL SIGMA - ASA NORTE;ASA NORTE;False;33.85;distante (>5km)
